sigma l k
3.601400589922638673e-01 4.110019888127109944e-01 -1.412447152588924837e-03
3.847243326929763452e-01 3.815417521671844447e-01 -6.759799170874225549e-02
3.397877080184639187e-01 4.004047353757398398e-01 2.208843244440727993e-02
3.641007549592229497e-01 4.233724856774429557e-01 -4.078178981401969772e-02
3.486718199840032062e-01 3.982576839175700489e-01 5.336334845805001947e-02
3.464874975650515387e-01 3.822417012858050911e-01 9.936870092446703495e-03
3.219839345604951220e-01 3.969815614592336894e-01 -4.153172585705267039e-02
3.373070690793114057e-01 4.267001459031643518e-01 5.056146247178183728e-02
3.129706335736180400e-01 4.373385830151736986e-01 8.099094212239155155e-02
3.132744326554461334e-01 4.428057706621044143e-01 -6.489359490883861437e-02
4.114074578870600685e-01 4.053920119531508881e-01 -3.195343175506748512e-02
3.914478653790872120e-01 4.118914356898119022e-01 3.392576647497391740e-02
3.649715122709169535e-01 4.097058614145738797e-01 4.920468677948508507e-02
3.623234731766936667e-01 4.234432993894468589e-01 -7.699585404522513166e-02
3.165772371301875943e-01 4.189801405296211811e-01 6.381800744760601773e-02
3.264935662248748538e-01 4.220583747830526367e-01 -1.463993893181677608e-01
3.659974192997760278e-01 4.119923064906301224e-01 6.142192344796626458e-02
3.220465890932159292e-01 4.272950742092329057e-01 -3.992367885404135563e-03
3.744003630739889954e-01 4.218220039049289105e-01 -5.282536189563824536e-02
3.308812868742408431e-01 4.443373875106631510e-01 4.988741557604958743e-02
3.782129052200857156e-01 4.557001196800833376e-01 -4.308612649697951547e-03
4.536023710133181841e-01 3.857114347677619293e-01 2.509373158418926053e-02
3.142730744537463039e-01 4.028434378927532311e-01 5.734578228579390036e-02
3.388784095318834177e-01 4.122748728818237396e-01 4.414092727314633535e-02
3.567739620287820879e-01 4.117226695101725009e-01 -1.078346459231105392e-02
3.906721016555680381e-01 4.034828947989634873e-01 -4.824176968489035655e-02
3.821054735696603477e-01 4.085429261039852378e-01 -3.451069979228083007e-02
3.440420247913292262e-01 3.833776237380819851e-01 3.316605949879036785e-04
3.243970535547933687e-01 4.107468668592956784e-01 3.570164363512984274e-02
3.568056229884625230e-01 3.989212999627329559e-01 1.329346279068044367e-02
3.525106148959654684e-01 4.551636865999127979e-01 1.707613340975644434e-02
3.756293652117848603e-01 4.232106860170148921e-01 -8.019547722643238785e-02
3.909918721667542396e-01 4.008926273310436939e-01 6.595985996205477875e-02
3.839867636134390860e-01 4.186864239826520451e-01 7.807439785981085123e-03
3.319241546183277491e-01 4.267614845856380068e-01 4.838633469524711295e-02
3.621009979763672448e-01 4.310009306136544649e-01 6.855507617937739440e-03
3.410314068547926070e-01 3.856095245813706551e-01 -1.065475621412936835e-02
3.890860185029027529e-01 4.018257111388226499e-01 6.228454195223931400e-02
3.643604924614409768e-01 4.130174304000939212e-01 -8.377917499466625006e-02
3.788097510089544762e-01 3.803091893386615352e-01 -1.047793609482688959e-01
3.181145660982566126e-01 4.626127057489253791e-01 4.787214616788415533e-02
4.054250622359886203e-01 3.795879474751017724e-01 6.602950414661346024e-02
3.385176396656692233e-01 4.173646329464344995e-01 -4.253390460391803796e-02
3.775486373504541859e-01 4.066111219043480607e-01 7.514398111568287852e-02
4.075921112997878959e-01 3.920675182821815596e-01 3.112087860591916666e-03
3.195427885549773639e-01 3.987575354834260177e-01 -5.325418885134791669e-02
3.543520758278584371e-01 4.061227547022760453e-01 8.344646209889550192e-02
3.621722791034878708e-01 4.387918172403958983e-01 -5.848072636307422023e-02
3.339892228650340189e-01 3.975687692831130771e-01 -6.508243613768871505e-02
3.389131032098841589e-01 4.076659334639087251e-01 5.773772539628740930e-03
3.279757994184033798e-01 3.945040088475765261e-01 6.106118265542193058e-03
3.674791970012181719e-01 3.962380738377096479e-01 2.929568912516233858e-02
3.383247926004924189e-01 3.942119955845451718e-01 2.229238407178213421e-02
3.332760152432551748e-01 3.985927903156980534e-01 4.175227924169311322e-02
3.592772686227655998e-01 4.403965184088581286e-01 -6.077244543978399527e-02
3.982746690078897145e-01 3.849223190281805818e-01 5.547841161552402589e-02
3.759921980943381481e-01 3.917499907362179123e-01 5.195698736006737484e-02
4.075242674322518965e-01 4.131369113307367669e-01 4.363557495141123788e-02
3.135718700470612741e-01 4.738522163027805711e-01 6.028673817742191687e-03
3.772492454632095926e-01 4.024898771358065286e-01 8.817467890356533999e-03
3.904594230469966010e-01 3.920329016740671246e-01 6.967833420839930625e-02
3.392287762970060960e-01 4.015066145339465375e-01 -5.287442729319913326e-03
3.769852201170968975e-01 4.250792015026993997e-01 -4.815478205088752350e-02
3.176633160640699449e-01 4.219923886344224551e-01 3.269188281711388200e-02
3.447287589354151582e-01 4.233541915865313143e-01 -3.355881521066950146e-02
3.000321194049725970e-01 4.495679508547310022e-01 1.446339180652120859e-01
3.661884696043077314e-01 3.953683677756109072e-01 7.117733174708829047e-02
3.963601998656700598e-01 4.493515703712538945e-01 2.075582898432060119e-02
3.274962287659928251e-01 4.471752888409148419e-01 7.231642177756314460e-02
3.425143388701104574e-01 4.258132401278873491e-01 5.192578623429922047e-02
3.343937658089119469e-01 4.027175042153973150e-01 1.395038599146869451e-02
3.460936102106328405e-01 3.898632871880025053e-01 3.413187749909796231e-02
2.993145205936057485e-01 4.089663144845279708e-01 1.280558249894037104e-03
3.946767784004198143e-01 3.801732177904906251e-01 -3.156339371367999913e-02
3.384725819911246214e-01 4.074816987480401886e-01 -1.556144481768551024e-02
3.417725031517108158e-01 4.221943434615129664e-01 9.675930482462735682e-02
3.402580426700934080e-01 4.632657431338222942e-01 1.049277247775119992e-01
3.559060553991578724e-01 4.186232791002846287e-01 -2.442971987085651442e-03
3.361783286578539087e-01 3.958465582351395895e-01 -9.282551719731801931e-03
3.451059033374730967e-01 4.244534117198817680e-01 -9.301175351584922701e-03
4.236525957223257199e-01 4.067595158053859961e-01 3.043936505725985953e-03
3.901564495985054282e-01 4.046590753635558868e-01 1.935113845281466460e-02
3.873128213985592150e-01 4.057342348233534124e-01 -7.551025722683735175e-03
4.042858535202526471e-01 4.010807916969632569e-01 4.389244213470466782e-02
3.569820696738046917e-01 4.106819422660785701e-01 4.712370156939282850e-02
3.546205762518131466e-01 3.935680655328779309e-01 -2.702880763724446744e-02
3.474918605390111548e-01 4.285029976947780095e-01 9.835802572191010285e-02
3.359473157619953798e-01 4.097877444404735559e-01 -5.779476801261040908e-02
3.319351878455800708e-01 3.979868217158236132e-01 6.683096229161966662e-03
3.663776931278002191e-01 4.049959113660683840e-01 4.089519705607602695e-02
3.662335344781241231e-01 3.982684510604397876e-01 6.017418885007175255e-02
3.306945680652540465e-01 4.129584999668589052e-01 -4.533223662801066922e-02
3.753179051078443518e-01 4.076709484493030722e-01 4.515983880143825679e-02
3.567494209691990381e-01 3.861842009020583499e-01 -7.371118715195079663e-02
3.358301164385662507e-01 4.350659081855053900e-01 -7.410790882894646714e-03
3.452418598058096810e-01 3.951012953206300971e-01 1.181004302047061749e-02
3.535030842380221805e-01 4.231530136223327077e-01 6.941544536865684734e-03
3.413218526750751991e-01 4.023833579894415258e-01 4.031315746305441650e-03
3.778141058455817825e-01 4.055520897012509507e-01 1.223691698241213821e-02
3.431763571537459478e-01 3.924956861683684406e-01 2.149335114725015039e-02
3.791731047308240510e-01 4.213674562343034391e-01 1.521459471005792707e-02
3.530527304937273736e-01 4.298720353355467427e-01 -1.861753205251415189e-02
3.752721666631326225e-01 4.056712399089790200e-01 2.550686780112543239e-02
3.386380474898477155e-01 4.378628847861733009e-01 3.100523130874566213e-02
3.012086763646466547e-01 4.100310044196370796e-01 5.889867975975393577e-02
3.969977290157623573e-01 4.007430087015764753e-01 4.387305678088648797e-02
3.375515711819160880e-01 4.474052588409045406e-01 1.981522660562640148e-02
3.204970694414672194e-01 4.063468944528186855e-01 3.295179638244816189e-02
3.472885219550921332e-01 4.014051758797146374e-01 -9.149820937949537658e-02
3.244955637604900467e-01 4.369457812111088857e-01 7.519094677066839871e-02
3.186036402378809584e-01 4.313208520978393246e-01 9.963023252756997294e-04
4.007692584748329123e-01 4.178370555236865513e-01 4.544893708847919100e-02
3.557657075918553291e-01 4.246314974601542169e-01 -4.567214510888883972e-02
3.453438357547879978e-01 4.065926659235060692e-01 -2.115660503420935257e-02
3.016556514107108233e-01 4.305221100589390892e-01 3.948245992718701913e-02
3.946810780504416138e-01 4.005308420076375553e-01 4.093943658513010675e-02
3.551515481114680961e-01 4.094711301405693504e-01 -3.487278977157859394e-02
3.354367178707891028e-01 4.704632994189036355e-01 5.909609313413866083e-02
3.679712143917289735e-01 3.972653455832219072e-01 -3.882884330997893318e-02
3.475210187241010162e-01 4.409252235588640434e-01 -1.018769571330968571e-02
3.405934587786271228e-01 4.197089461756114970e-01 2.519934690075986694e-02
3.306270136841932272e-01 4.309935768923489063e-01 4.441456112732455885e-02
3.861000550356986638e-01 4.183015783870838722e-01 1.340269964733209473e-01
3.231627985510918122e-01 4.296156150025090548e-01 2.613101285117136463e-02
3.946814854689335017e-01 4.160402706832168063e-01 6.116685769401164485e-02
3.228013172023772026e-01 4.329671186633962665e-01 1.892712139410179795e-02
3.454663046559335871e-01 4.134904543927295228e-01 1.441355931545751368e-02
3.732577075452901405e-01 4.099445671171053629e-01 -1.313994794629314011e-02
3.569816889343400690e-01 3.911279132910960299e-01 6.956468432736784280e-02
4.010855053587680796e-01 4.156651760547868113e-01 1.133051253774501888e-01
3.964637270463786667e-01 4.043457288909438341e-01 7.866629571324779135e-04
3.536523595745077464e-01 4.283740180322663793e-01 -2.661242903405780513e-02
3.649577464134379778e-01 4.389297180987042357e-01 -1.377872958224057864e-01
3.593365221014600541e-01 4.101057091516308040e-01 2.006476969127857224e-02
3.617074287220810591e-01 4.023358720162050761e-01 1.505453102684248812e-01
3.621686311420557192e-01 3.953185736520939408e-01 8.788137310145449632e-02
3.492872548631665852e-01 4.106075368452188346e-01 -2.459743467568364927e-02
3.853767954430182274e-01 3.980669219775258005e-01 1.852671142849793284e-02
3.571832023525778332e-01 3.879384247945227848e-01 2.895584480772672720e-02
3.667834515619231572e-01 4.063050118117555454e-01 9.809281287383697645e-02
3.179181812852188704e-01 4.166284362204753511e-01 -5.343823999556240878e-02
3.392912362887206545e-01 4.182237266959438760e-01 -3.283173990360022110e-02
2.977073691733906902e-01 4.278952917512174325e-01 4.044381617982151234e-02
3.491571861606056482e-01 4.066422782312440476e-01 -4.287845013935542848e-02
3.605736567963825911e-01 4.147449979271125575e-01 9.170121475075454498e-02
3.882895526611485071e-01 3.795590040167800550e-01 9.556053084814197796e-02
2.945655297156191121e-01 4.241811736587383086e-01 3.839604462106049887e-02
3.738168191248400496e-01 4.065682673387543966e-01 1.611931420001067039e-02
3.425198385800693468e-01 4.216756109748290848e-01 4.157993428037642936e-02
3.298912811372356479e-01 3.919713791751228138e-01 -5.070536527409785776e-02
3.587240633463448236e-01 4.079104267102880987e-01 5.525725405546499935e-02
3.431541797896100476e-01 4.009262458024405174e-01 1.082479160599891799e-01
3.135228434405845643e-01 4.355069238365250062e-01 1.798859633316340911e-02
3.512606542656896980e-01 3.990217156421029809e-01 1.559578367803049481e-02
3.405002294391857864e-01 4.249747089786117815e-01 -3.020467527724746137e-02
2.989379682038181274e-01 4.083578210607227699e-01 2.717939048251083456e-02
3.445487500688513838e-01 4.156387193200760111e-01 -6.902823780479239169e-02
3.166742820013560000e-01 3.973007000673910438e-01 4.641799194558715591e-02
3.395367480106444291e-01 4.236499937585824771e-01 1.075647661359682150e-01
4.022248895034673533e-01 4.030777920603966225e-01 9.434103999371390437e-02
3.501590852444475543e-01 4.274558889332817913e-01 8.930089405500285515e-02
3.923226835007802005e-01 4.028268024439359829e-01 6.409847957136904917e-02
3.054993393633174126e-01 4.491620526179916917e-01 1.050177514100179010e-01
3.399238130101749356e-01 4.049125917417867870e-01 8.382710115333269485e-02
3.004330392192659516e-01 4.490124747998089361e-01 -2.076544797062107595e-02
3.615732183833241797e-01 3.813441584610932633e-01 1.157356616460851750e-01
3.303917970908985535e-01 4.274372063807927447e-01 7.293128722991903956e-02
3.542718047319342034e-01 4.087689266452812498e-01 2.177326340040997010e-02
4.028822697500812899e-01 3.958894702019183365e-01 3.555969817470794325e-02
3.561742675496089028e-01 3.694944912133094617e-01 -1.717919476768026144e-03
3.098839478606552067e-01 4.507196647535613443e-01 -5.415186023576734620e-02
3.185617046925999230e-01 4.282240961538879009e-01 -5.185866218661683291e-03
3.128191690578508988e-01 4.295526031063535144e-01 5.111118157195693179e-02
4.161219010118260564e-01 3.827769083802600725e-01 1.247194873353252298e-01
3.204846309508323499e-01 4.139213810240359726e-01 -5.493366810039301829e-02
4.178432466677200474e-01 3.837311502028026844e-01 1.313662144249525543e-01
2.995826295691905727e-01 3.902161344263299636e-01 3.509729312715981209e-02
3.461660352740507651e-01 4.392200231566683044e-01 6.979911050258835736e-02
3.572345626086766424e-01 3.886089500231880711e-01 3.905963582878313467e-02
3.123761519629623118e-01 4.313888846132701849e-01 -2.359155783355793012e-02
3.977158777378945742e-01 3.989224671425912749e-01 -1.265296018284622903e-03
3.239528742524512839e-01 4.015924641953641516e-01 6.475760157943133422e-02
3.510488027209096584e-01 4.101232441383551586e-01 -3.854849054386633167e-02
3.536929975742675869e-01 4.002119805069654923e-01 1.273474929023050706e-01
3.616557682709968247e-01 3.901629850940645516e-01 9.758534891754866436e-02
3.593912245730921384e-01 4.130477092498779368e-01 -1.225096903388855907e-02
3.484740049646529170e-01 4.056698615044594947e-01 -6.069638962045909025e-02
3.076149141301653400e-01 4.282207568240109508e-01 -1.588707328205285485e-02
3.605736567963825911e-01 4.147449979271125575e-01 9.170121475075454498e-02
3.406874687758364439e-01 4.102773387983478237e-01 6.560030392221949391e-02
3.560105240797539206e-01 4.326210676159252810e-01 1.580035385401372672e-01
3.604251194513793943e-01 3.930055627931735573e-01 -3.291989218179180998e-02
3.686342205069729761e-01 4.244778305001335461e-01 4.724494744387319756e-02
3.442975994079350843e-01 4.207009283868559657e-01 -1.895852423925403762e-02
3.369009217786944066e-01 4.340020050443513799e-01 7.474864656830004783e-02
3.544671213402679211e-01 3.840200134837278845e-01 1.154839130839013794e-01
3.287664627067639067e-01 4.571788235544426149e-01 4.117574214940389332e-02
3.846112342844925647e-01 3.847497679401400972e-01 -2.707508963266824775e-02
3.287549634696330103e-01 4.426169203051288914e-01 5.609374141853407103e-02
3.278648312650313534e-01 4.309018582864871383e-01 -8.179707577405914698e-02
3.523111658815848979e-01 3.878930634607783423e-01 4.923019565960440325e-02
3.658302025963970361e-01 3.996442051835912279e-01 7.685354892068119170e-02
3.203999182632415454e-01 4.322280486793268484e-01 2.465328720815107566e-02
3.555085592795669824e-01 4.173180482453442974e-01 -1.174378755734462043e-02
3.544600439852813589e-01 4.073130468995961873e-01 5.962317006574680001e-02
3.204689755004819784e-01 4.331397172214110358e-01 3.869766304950039704e-02
3.708947489243924478e-01 4.078803686705339548e-01 -2.548185146020665037e-02
3.414404955084446858e-01 3.967513759274293728e-01 7.537952818648752107e-02
3.928786406765944483e-01 3.931466989438220927e-01 9.370896057493305342e-02
3.211926442530740333e-01 4.289162725641420537e-01 1.132627680581426155e-01
3.709551029744722062e-01 4.021474577651400484e-01 8.436603085343974406e-02
3.480995749469325551e-01 4.281876953662563379e-01 1.668120811010398441e-02
3.523420855700131749e-01 4.316958343104599916e-01 4.935318225462848041e-02
3.848911873086552360e-01 4.178297841128379986e-01 6.133838342594644111e-02
3.921665680574244472e-01 4.114253265352007527e-01 -4.934119629940780793e-02
3.343773713871250330e-01 4.314949787975977946e-01 4.738254109866324448e-02
3.442240921099582462e-01 4.012626358062307830e-01 3.127347668092150812e-02
3.262701375694431749e-01 4.212071715547598960e-01 -1.769839230048508849e-02
3.572552734766440974e-01 3.879205517995386598e-01 1.185399979642363100e-01
2.952666007108230573e-01 4.237706213287920631e-01 3.008709648597029940e-02
3.324590029918550460e-01 4.467918539781793319e-01 9.128833103480671340e-03
4.126318479740215261e-01 3.749319426347905160e-01 3.616840738991955462e-02
3.641757281705908511e-01 4.269006238652417462e-01 -1.404198763101660585e-02
3.285188640743428867e-01 4.110192689922415599e-01 9.295803566847293808e-02
3.215384665383686502e-01 4.549941760862399320e-01 -5.321668094497078449e-03
3.694364299709789745e-01 4.022046110750839842e-01 5.989374898601051989e-02
3.143722356004940988e-01 4.042005764840631010e-01 3.603778802620949406e-02
3.487052125685573545e-01 4.136369224147030677e-01 5.864920849502608391e-02
3.438327982950795114e-01 4.265201207283221274e-01 9.355562015568663625e-02
3.234492538727325450e-01 4.043677270571516824e-01 6.669476292026899067e-02
3.692724482520650664e-01 4.195363142237389931e-01 8.526001324470988685e-02
3.491830884764128839e-01 3.889639851445333973e-01 8.364587089575548084e-02
3.049395349158978141e-01 4.181811174865358582e-01 3.009557496637094154e-02
3.672480316202491601e-01 4.160514945837071599e-01 8.570957296511960699e-02
3.753299892877280386e-01 4.212893126219471318e-01 5.311997376879262767e-02
3.987497355816588818e-01 3.815808460241344457e-01 9.130039058379280092e-03
4.075065278846689010e-01 3.970241087208491448e-01 1.049480660491886042e-01
4.165841058294800225e-01 3.994494277569993201e-01 -5.914207797835224767e-02
3.311700939010482903e-01 3.876069692561130431e-01 -5.744040097942348932e-02
3.581119532450588450e-01 4.038436280448090554e-01 9.311219828479599947e-02
3.430202472240233003e-01 3.880872356812635759e-01 5.526567457637510117e-02
3.217015531110765103e-01 4.361993958407612282e-01 1.046433506087329768e-01
3.324403350995405182e-01 4.159517091806892441e-01 -4.336298515536296527e-03
3.496498905724533812e-01 4.181630173253511606e-01 9.967550682436487897e-02
3.968203986305859909e-01 4.054096093752621588e-01 9.128765340055355892e-03
3.399389727795137373e-01 4.028284757533191485e-01 -1.966177187558859618e-02
3.223378976720787104e-01 4.326704085076973905e-01 1.153659365474419829e-01
3.380461280386752310e-01 3.937582372825392252e-01 1.185977435877316744e-02
3.512033538734515847e-01 4.076403147274215155e-01 5.952752602927890990e-02
3.393213158102355576e-01 4.004717069870558088e-01 1.507294418984073126e-02
3.422332937027726119e-01 4.016842982640075332e-01 3.546911484086701094e-02
3.119132611330791560e-01 4.709110249922068836e-01 7.771466218445266527e-02
3.441664474742175406e-01 4.080933639208159103e-01 5.664012158468034741e-02
3.636209482439450857e-01 3.882422613834652925e-01 7.261890321466424325e-02
3.541841148431165154e-01 4.057770597083888431e-01 5.939030420807478450e-02
3.390183321244970571e-01 3.884137999236831340e-01 7.123388584006562496e-02
3.023790409225261544e-01 4.644893082360819214e-01 -3.436169382293186025e-02
3.672725733866470943e-01 3.853075098892302375e-01 -3.674256259857877627e-02
3.412400491776127476e-01 4.126231741037967304e-01 -7.481710923282869352e-03
3.740200499480695884e-01 4.073484689811003312e-01 8.569221642823032781e-02
3.786860199923330894e-01 3.956748929607342702e-01 -1.198028587352090168e-01
3.522614414173986797e-01 4.087510800780416731e-01 3.573398237007130440e-02
3.610045280528362266e-01 3.809117036461150407e-01 -1.373392132045514469e-02
3.668843790644427116e-01 4.176981142373636380e-01 -1.683388656388495885e-02
3.434078798075270167e-01 4.170176577594376655e-01 8.720214598240838555e-02
3.431183704313624516e-01 4.226796644238255962e-01 4.771166540692939328e-02
3.494207240801482373e-01 3.977097091177430599e-01 6.810793073413234922e-02
3.394707838538065237e-01 4.170261419126855551e-01 -6.565433631192107988e-03
3.613655382349168499e-01 4.077647431032594971e-01 1.840518039149308116e-02
3.197998131486848861e-01 4.063461962003113159e-01 -2.602938883525462987e-02
3.335968704462317636e-01 4.010093236593028632e-01 8.819567370907410719e-02
4.046062305851533814e-01 4.004886746135905562e-01 1.570846852329244037e-02
3.843004883507533109e-01 4.060783868444878264e-01 -5.247216006143951006e-02
3.262970479081624964e-01 4.261103380040965338e-01 5.375007696847666772e-02
3.633711797033393198e-01 4.283658010466887545e-01 -1.579115063667480001e-02
3.290968966052927325e-01 4.233540311998124084e-01 -5.604817159859953879e-02
3.507053288073334607e-01 4.324883715810300955e-01 1.780117905853417781e-02
3.863671744659376572e-01 3.918939024689764850e-01 1.298234928939745458e-02
3.657637884694411867e-01 3.908097416368900845e-01 4.348756160553257644e-02
3.999763649998361870e-01 4.074144765326142004e-01 1.198441841515938133e-01
3.168011410227373204e-01 4.508896547223706364e-01 3.552696083387774095e-02
3.292777973835201433e-01 4.407919338749750060e-01 2.153594975721673244e-02
3.744174714720971964e-01 4.139883067666491057e-01 3.612941331461616556e-02
3.394669151695566822e-01 4.152438740225575797e-01 1.104030730800076299e-02
3.495358616819128628e-01 4.176870214920135882e-01 -6.916170104631713667e-02
3.334038759451291578e-01 4.123443738971696026e-01 1.118251957412423891e-01
4.053598894436377109e-01 4.038254634680770727e-01 6.853725109051422848e-02
3.709842335277228065e-01 4.129963923294580619e-01 -4.769275012116946932e-02
3.347959171054235017e-01 4.329150601611846394e-01 5.519417872861409613e-02
3.523179015989019724e-01 3.999687017255899035e-01 -5.062752121376046244e-02
3.498665745330581389e-01 4.219150549240426873e-01 -4.149388194537861896e-02
3.339795336117399316e-01 4.191782045425990200e-01 -5.828558654612625567e-03
3.800274237575088643e-01 4.075444755096477301e-01 -3.698862794312907099e-02
3.626324694650644997e-01 4.051685256813262193e-01 1.472185110011037246e-02
3.514534365422661288e-01 4.280138074195449782e-01 1.049048894578659130e-01
3.275677386344825193e-01 4.278091118272636662e-01 -2.312088926476540962e-02
3.638395205744316963e-01 3.947584082103963166e-01 7.481257475079083896e-02
3.729282500168038528e-01 4.344804006843887567e-01 1.220206842780502399e-02
3.660585252626110675e-01 4.301247139736596448e-01 7.282535924492661294e-02
3.664270680010363601e-01 4.034182938752362557e-01 2.145190433272392561e-02
3.539204768197334872e-01 4.051036254066967546e-01 4.789275248576085886e-02
3.393970746517497306e-01 4.235801125212260154e-01 1.880623251923929651e-02
3.549388954754842396e-01 4.498532744943009587e-01 -1.412510449131365586e-02
3.889221607960883231e-01 4.025019368588578783e-01 1.903114427112662099e-03
3.791731047308240510e-01 4.213674562343034391e-01 1.521459471005792707e-02
3.249514412613936365e-01 4.371749882818481425e-01 1.449275391994953033e-02
3.181208667058758044e-01 4.387005222995049580e-01 3.266309801076938690e-02
3.440139392310431754e-01 4.250995472402893105e-01 1.377475648009451881e-02
4.193726105871027898e-01 3.899701200686037650e-01 6.718475794790523814e-02
3.261757779087579578e-01 4.186873674567984094e-01 5.735424151594581410e-02
3.897499787746416255e-01 4.008194324503078221e-01 -5.651759377868792456e-02
3.560580596992427571e-01 3.843409572354882786e-01 1.445477111412161175e-01
3.917348349591907586e-01 4.106586528813247483e-01 4.012892236680953850e-02
2.944947523625688901e-01 4.177345740782151817e-01 1.191584299821246695e-02
3.573858023038150034e-01 4.335055314704173157e-01 5.361216982662586616e-02
3.359301429640899617e-01 4.007174833581300111e-01 3.443842452692047473e-02
3.267490527602556205e-01 4.125589848624705014e-01 1.275358543244136111e-01
4.159981305406492136e-01 3.923277079711914306e-01 -6.149123412897905538e-02
3.029591388065931423e-01 4.033146393412668784e-01 1.200608712377615461e-02
3.600901297767910569e-01 3.837593519076916149e-01 -6.548639126232824736e-03
3.478543362943449235e-01 4.603942653346257963e-01 1.509684356282181561e-02
3.609276629227164412e-01 4.063854337913219150e-01 3.721811978785649622e-02
3.667834515619231572e-01 4.063050118117555454e-01 9.809281287383697645e-02
4.316923147195950161e-01 3.912262284215662356e-01 4.865540518495192757e-02
3.482152098419802333e-01 4.472014830897281246e-01 5.391430320461698678e-02
3.524399854147748368e-01 4.247426847535825667e-01 -5.333840160114400319e-04
3.528053364181126805e-01 4.623429141940599285e-01 -8.585686052068208785e-02
3.598597336782106693e-01 4.168234748252723776e-01 7.652863986414315534e-02
4.065294776402020305e-01 4.574624020466306895e-01 -4.677651033982777040e-02
3.250388023573954066e-01 4.218423337296631770e-01 7.225801327191416767e-02
3.415826865346718866e-01 3.974370384895388186e-01 -1.669953751410657716e-02
3.576882046950177751e-01 3.851263094502615503e-01 7.123558838751686828e-02
3.733273534227450896e-01 3.702260513392000574e-01 -4.805973414261399679e-02
3.617422863361582364e-01 4.263146837730533711e-01 -5.844210764721791129e-02
3.287917118496435642e-01 4.198359984532903932e-01 3.025087594979680716e-02
3.524123155686734177e-01 4.480980568856382518e-01 1.310542681375204133e-01
3.341949062016634220e-01 3.987105196844556998e-01 4.877891505794607063e-02
3.596325801606243266e-01 4.409020905357871056e-01 2.233520257734133985e-02
3.340483001723634771e-01 4.343574405388070381e-01 7.682218060539036664e-02
3.225320725986958736e-01 5.152589922995874927e-01 1.845994336145495573e-02
3.542122590694299911e-01 4.340120656055214132e-01 -1.582662221216724063e-04
3.531597118960975723e-01 4.318534152715025054e-01 1.673119242315124211e-02
3.672779459980372030e-01 3.916559032652439098e-01 -4.165436378108344773e-02
3.483610028863380892e-01 4.097519038650559997e-01 1.367026113992086955e-02
3.982955899058669424e-01 3.750715324015262420e-01 4.807765208928049816e-02
3.724402617268506299e-01 3.983284970711617468e-01 -1.106527160205872384e-03
3.925824096704104704e-01 4.020706771158243931e-01 7.134332999592096769e-04
3.748295153760328180e-01 4.346118963394537960e-01 8.742164499301918745e-02
2.883394110423523338e-01 4.124714083290860200e-01 1.251083500709349039e-03
3.563536639004413198e-01 4.090628244943429470e-01 8.470608304031990166e-02
3.466059341435714369e-01 4.425122892075225023e-01 4.580918908733644379e-02
3.955955694674437861e-01 4.698824059135286446e-01 -1.591984316612427008e-02
3.890860185029027529e-01 4.018257111388226499e-01 6.228454195223931400e-02
3.538303916346705602e-01 4.076374201408664577e-01 5.895486309275788095e-02
3.142730744537463039e-01 4.028434378927532311e-01 5.734578228579390036e-02
3.904594230469966010e-01 3.920329016740671246e-01 6.967833420839930625e-02
3.499949081960158637e-01 3.996720992552453833e-01 2.385940549910814390e-02
3.234035373683508130e-01 4.548836981511490407e-01 9.349499054347321092e-02
3.340563415272759795e-01 4.105119928124852935e-01 1.194085619410991672e-01
3.353857454385084647e-01 4.360979324628921905e-01 -1.808932016903175288e-02
3.343004356441535152e-01 3.906458546410581656e-01 7.672979450876948881e-02
3.102112994136045354e-01 4.341617209412911293e-01 1.233734389892426897e-02
3.652379617750132756e-01 4.339305539560041058e-01 9.983699892093045314e-02
3.380905769612060907e-01 4.041592034430531166e-01 8.235756175157815662e-02
3.219839345604951220e-01 3.969815614592336894e-01 -4.153172585705267039e-02
3.810812109398952763e-01 4.006947528651266799e-01 -4.981237214231604149e-03
3.525591526302735979e-01 3.776091947174969321e-01 -1.888063274635354283e-02
3.970527132558056560e-01 4.406956216587373243e-01 -4.811926044136449754e-02
4.673782125040352731e-01 4.273810397411078599e-01 -6.903854615490201407e-02
3.836985685997714723e-01 3.812471337099096469e-01 3.603360710196157335e-02
3.346230560319620739e-01 4.222573913255556199e-01 1.708714318341297833e-02
3.667834515619231572e-01 4.063050118117555454e-01 9.809281287383697645e-02
3.543516654879748651e-01 4.079349576390864374e-01 -2.931466711048180684e-02
3.824889795023841965e-01 4.338196349113591088e-01 7.288528210422762221e-02
3.644579414023098041e-01 4.004921747163754375e-01 6.713960458622536542e-02
3.676349743885948262e-01 3.957751770609636566e-01 2.765100818159682561e-02
3.590021737295370774e-01 3.864522697182376509e-01 -3.342881632683969428e-02
3.504819910100893665e-01 4.109922920553956693e-01 -2.143328247501152806e-02
3.753519993509277786e-01 4.085435880224490557e-01 7.412050458443397716e-02
3.550268616849741599e-01 3.871628126598350983e-01 5.630737877568137151e-02
4.147521647052196947e-01 4.283430003308850154e-01 -5.814548433146882189e-03
3.677633224450438387e-01 3.926224608211678624e-01 -5.432387581813524768e-03
3.346025348928589604e-01 4.251234454709136301e-01 3.531579110002569521e-03
3.673141842876262997e-01 4.206116552140365950e-01 5.926129231783416884e-02
3.277833542049591875e-01 4.272800384211027924e-01 -7.179729905864906669e-02
