sigma l k
3.570751383925017675e-01 4.093628805400950088e-01 -1.787757187840854911e-02
4.876957037871360590e-01 3.737967303225700477e-01 5.556374551446952026e-02
3.327799141422650431e-01 4.137721464626554213e-01 -1.097490199051178728e-01
3.005153670656832698e-01 4.203525735459981427e-01 7.733906465052342583e-03
3.327815104529674994e-01 4.239492468187405771e-01 4.843547479142995549e-02
3.412016469046910139e-01 4.059056264772578637e-01 8.437855791703752217e-03
3.587729626539968297e-01 4.354242909974592179e-01 -4.297447935830411847e-02
4.417488385598971057e-01 3.673230280226113531e-01 -1.330133673755442558e-01
3.688310417992312074e-01 3.996629214069716274e-01 1.066578980110717279e-01
3.986431107968174681e-01 3.954619750475214524e-01 1.291330760133699851e-01
3.695457035428709180e-01 4.371565235586769571e-01 -2.739096229773752000e-03
3.209328181737618468e-01 4.030468840374235029e-01 -5.322369632474466261e-02
3.897499787746416255e-01 4.008194324503078221e-01 -5.651759377868792456e-02
3.865506856636520272e-01 3.937518481326023889e-01 -4.158841272952706891e-02
3.167068850280648773e-01 4.336420988183558589e-01 -5.078685720246423063e-02
3.344321214034829404e-01 4.228978844751875021e-01 -1.310327361452756634e-02
3.486527654160334611e-01 4.714903544355502074e-01 -5.058028433709937932e-02
3.836775822851552498e-01 4.078683603082177700e-01 7.313890585321813909e-02
3.861998365612946404e-01 4.201024519298051652e-01 7.376668825732024537e-02
3.688309561377916546e-01 4.041076105888747882e-01 1.911408588428487043e-02
3.529863999330870583e-01 4.102373050955796518e-01 -2.498180408756212056e-02
3.603040325115770548e-01 3.991542036621777978e-01 5.655177779346165501e-02
3.754996498381928949e-01 4.415783252321736074e-01 -3.172917233406347126e-02
3.690665026852062991e-01 4.476407307397556323e-01 4.568658948775583539e-02
3.836985685997714723e-01 3.812471337099096469e-01 3.603360710196157335e-02
3.193929856151132562e-01 4.205624037341698651e-01 6.268614183476661772e-02
3.742278568636674962e-01 4.386401176950773806e-01 -7.223565473270054937e-02
3.172203608498577188e-01 4.383709896023171293e-01 4.038479684221329968e-02
3.543600074476543904e-01 4.119076539958627658e-01 -5.068840123302276179e-02
3.115226708819969215e-01 4.346484993503246241e-01 2.799778060987634376e-02
3.021723001498404226e-01 4.257984836689648889e-01 -2.720205635095818142e-02
3.185809299643301840e-01 4.057245829464102282e-01 2.540327444877088503e-02
3.171961296986436918e-01 4.017811727700072444e-01 -2.223687417121977816e-02
3.541106482699194480e-01 4.093388646026471789e-01 4.221914792058956145e-02
3.735839144872828976e-01 4.184244705471394932e-01 1.877717851204718791e-02
3.572828560648059759e-01 4.162369186200749471e-01 4.233332945980716744e-02
3.627184607768629832e-01 4.015150905037087048e-01 1.543211282382670468e-01
3.867884326289479091e-01 4.031358664290354277e-01 7.367815429455371046e-02
4.520568230486551875e-01 3.888942805716560924e-01 -4.056852674244182388e-02
3.380464373267569878e-01 3.995296678739291285e-01 6.306409530935752628e-03
3.127836408053205064e-01 3.890690943970797622e-01 -7.544333768766842141e-03
3.911198661592852899e-01 4.154880300912484059e-01 9.556974459891409701e-02
3.568337183870735618e-01 4.215465057994452480e-01 7.984159203777663194e-02
3.367151501104274081e-01 3.977039316039112649e-01 4.538419331118626054e-02
3.639947383272144621e-01 4.036465647535930068e-01 1.588217856499247738e-01
3.658704976733372916e-01 3.801001597667169052e-01 6.384781832362063092e-02
3.383247926004924189e-01 3.942119955845451718e-01 2.229238407178213421e-02
3.822354399736856978e-01 3.816541201942181827e-01 -3.364853885888297036e-02
4.531912243688137054e-01 3.618766204387947050e-01 7.818768975364331908e-02
4.059973873953542367e-01 3.862412565553643984e-01 -1.426837974234063111e-02
3.312609088405144009e-01 4.049219478605862177e-01 5.563041659998857469e-02
3.683813373200068297e-01 4.206977716229224340e-01 1.190276328012083162e-01
3.642028142223663334e-01 4.099934065409148731e-01 4.313746177356292399e-02
3.158611234610667617e-01 4.049935231001791092e-01 6.612517147731389322e-02
3.729951350115474074e-01 4.038104544382163930e-01 1.110736083412695585e-01
3.921671477507172598e-01 3.979394733754810787e-01 9.387960857694799266e-02
3.814203894818766205e-01 4.145317859994818166e-01 1.003793178543133102e-02
3.413200709606823979e-01 4.096384946638338409e-01 9.325884037439302610e-02
3.167860609017394968e-01 3.888731373046199202e-01 3.249211629935322421e-02
3.423861843423254836e-01 3.793330272923770008e-01 -1.962698737347945421e-02
3.841525429234765587e-01 4.433388196950746596e-01 4.799333607866107521e-02
3.690766556821826194e-01 4.227771265447359816e-01 4.930830359606286351e-04
3.391720386599801351e-01 4.202179184352075048e-01 -8.233683046765694069e-02
3.770730909810766085e-01 3.833155662525420393e-01 8.287173922147839100e-02
3.382151294423649812e-01 4.307885639784564957e-01 -9.190755347176615686e-02
3.629131737654313627e-01 4.193457613932093930e-01 3.903119707808633265e-02
3.560238158966592681e-01 4.108214182815707050e-01 6.936586973025837821e-02
3.433040751190011841e-01 4.032577925910356687e-01 1.151792146509953430e-01
3.420833359008516594e-01 4.245137087157116462e-01 -1.574071602203604980e-01
3.742722148045251052e-01 4.284769953671901943e-01 4.200284928739050905e-02
3.417318484996175187e-01 4.288002523624291351e-01 9.786912411140891166e-02
3.297293570189003264e-01 3.824305789031763325e-01 4.172118311040118321e-02
3.391720386599801351e-01 4.202179184352075048e-01 -8.233683046765694069e-02
3.956775743396812595e-01 3.764800631193995217e-01 -4.300195897694847336e-02
3.519222233916222131e-01 4.442947060482753674e-01 7.128998296223731934e-02
3.139147308856826690e-01 4.401038715362731724e-01 -9.744770601221364181e-03
3.385506437937377822e-01 4.260035327415948037e-01 -7.424276811533114806e-02
3.788546702035390790e-01 4.096240303642253999e-01 7.396760168218996512e-04
3.616463579401430484e-01 4.193760781962036499e-01 4.340393697108835269e-02
3.063702882360918034e-01 4.759377927067564573e-01 4.827095553553317764e-02
3.936035676393190297e-01 4.065766890995559657e-01 2.539365510471403020e-02
3.723475230409375447e-01 4.301588389144651581e-01 3.480575283255471497e-02
3.186572242811477329e-01 3.945147070766572561e-01 2.382434122984133928e-02
3.894355656174415814e-01 4.229568807278273335e-01 -3.400876310549172388e-02
3.724014380716162420e-01 4.213823306634751908e-01 -2.422439135942555666e-02
3.240117216627089181e-01 4.099611525185900551e-01 3.447340452112968023e-02
3.443378191762858642e-01 4.326122437810925314e-01 3.201472115214820668e-02
3.099826626844401911e-01 4.198019718216560725e-01 4.417607519008059924e-02
3.756814586829002045e-01 4.156600381176647208e-01 -1.500665510641507883e-01
3.852453361276808597e-01 4.176374035332914847e-01 4.092951687079726675e-02
3.560498880443030423e-01 4.162069782635751114e-01 -4.755160765244847987e-02
3.321664905517859312e-01 4.027729655563654920e-01 -8.866649884689659089e-03
3.089093057764145112e-01 4.208814808595500723e-01 9.059615033773837922e-03
3.453335873219144925e-01 4.146595846627978976e-01 -1.703300426765697040e-02
4.100948378234773872e-01 4.050097276121902845e-01 -8.289671618595284563e-03
3.565849915568174433e-01 3.859459326131942092e-01 2.154841696029530240e-03
3.615516680282495066e-01 4.101536190707283369e-01 1.400094241518567983e-02
3.732995200902352040e-01 4.047996154342117237e-01 7.957091277838368448e-02
4.195370410324255617e-01 3.791130925361418380e-01 1.155444176525244337e-01
4.141652078970696760e-01 3.928654705651379864e-01 3.287991415344171386e-02
3.928816811468927028e-01 3.912641880000645167e-01 5.449655463970626279e-02
3.509512038098986375e-01 4.473067907600326021e-01 -6.036190736364166476e-02
3.193961498335780580e-01 4.304346017761898624e-01 1.042744564091835358e-02
3.513691002731638702e-01 3.951690661636663160e-01 1.149127001305496609e-01
3.485996524573271027e-01 4.573031012273636731e-01 3.232663205474017865e-02
3.112593687111456786e-01 4.216340762078967241e-01 4.473204809126807291e-02
3.267441725095737715e-01 4.141245115741060689e-01 8.482247378433993568e-02
3.977503900239958701e-01 4.089772995376567688e-01 -7.204406741338453823e-02
4.238508962377201539e-01 4.126605484706638571e-01 -3.244583156328639806e-02
3.275391165769624413e-01 4.107711117114085098e-01 2.718859054961897392e-02
3.650019282563714551e-01 4.082232582090019601e-01 1.303327671390985820e-02
3.686155791808554127e-01 4.071631822514137911e-01 -1.142965413919718731e-01
3.214362009207695214e-01 3.999697860095166591e-01 -2.400835146949886756e-02
3.509052463635071173e-01 4.114299559556420238e-01 -3.670745960673515995e-03
3.938511832514037247e-01 4.352845728104129952e-01 2.198999882759444802e-02
4.018841488916011784e-01 4.027441845014423927e-01 4.830370469220324203e-02
3.653386647787739694e-01 3.688387687528127401e-01 2.481140533963399619e-02
3.522843066747229912e-01 3.973928627394691659e-01 7.533731241569663339e-02
3.467038699591359907e-01 4.046789186249368786e-01 5.375560407484658576e-02
3.562180017961221190e-01 4.176184844430663734e-01 -9.096774848883493192e-04
4.051270925213130703e-01 3.991861241160498674e-01 -3.541363402616792833e-02
2.995464141365840050e-01 4.576550760348718772e-01 2.887834495125041201e-02
3.408877247059687310e-01 3.918581748909608642e-01 5.487642422284078059e-02
3.846416462058642738e-01 3.990666802523579193e-01 6.326890912018390267e-02
4.171456411583437940e-01 3.987789950609599288e-01 7.248251081852008504e-02
3.510758256578173642e-01 4.027565299534007770e-01 6.632624136040421448e-02
3.568163117740930645e-01 4.255908020541778747e-01 -5.859125944465126690e-02
3.261105283365868801e-01 3.928619568432579201e-01 -9.122631131289304918e-02
3.427644972544984792e-01 4.192394969103268032e-01 -5.424939751517643405e-02
3.528405601769335487e-01 4.313696250525794751e-01 6.561020431617592408e-02
3.944279245594723982e-01 3.674323664960437164e-01 -2.913491374289178815e-02
3.318352197919965940e-01 4.454206699840987382e-01 -2.350388792039459496e-02
4.056064910268801782e-01 3.977245372270429291e-01 3.008896417182671534e-02
3.469591832575638080e-01 4.153267273043595442e-01 -7.861047507422391778e-02
3.023080247608856408e-01 4.242912617604616687e-01 3.053577233073667685e-02
3.781517327865476785e-01 4.238813457191048517e-01 1.143114403029976689e-01
3.625254094514993586e-01 4.028478495379216318e-01 6.640491259101599653e-02
3.574758520649912175e-01 4.186896932162020302e-01 6.079717788841110249e-02
3.698154115026729416e-01 4.060583387861120830e-01 1.107530653973796131e-01
3.643604924614409768e-01 4.130174304000939212e-01 -8.377917499466625006e-02
3.250103597567677305e-01 4.074794709679485649e-01 -3.644762023143910401e-02
3.250285898207802560e-01 4.265770918091013608e-01 -8.599051762058695925e-02
3.662058657060829892e-01 4.195079992432236837e-01 -1.301259466540438670e-02
3.547103057645628055e-01 3.975649350505223723e-01 1.355022949926687481e-02
3.562056607295112087e-01 4.040400280768591257e-01 -7.813395844612158747e-03
3.577026686650297549e-01 3.948133853740777299e-01 2.850251229633493644e-02
3.935314207379307372e-01 4.122384565194531225e-01 5.326466424221321105e-02
3.441210576153027056e-01 4.073990713568035327e-01 -1.067431884155884969e-01
3.735839144872828976e-01 4.184244705471394932e-01 1.877717851204718791e-02
3.420192696231354468e-01 4.270796080613458168e-01 9.907416240664224105e-02
3.652288892485039962e-01 4.367399019274581518e-01 2.518386314917808733e-02
3.266052687540597077e-01 3.945285752288320014e-01 6.678279917024343426e-02
3.920135562409517438e-01 3.884937872631240019e-01 8.277829952444548667e-02
3.046417286367224531e-01 3.995331399883998991e-01 6.611337463838107276e-02
3.686310301693320746e-01 4.218442674443644846e-01 -3.424349799321080301e-02
3.625980848921292465e-01 3.930699696191383707e-01 -4.004758390260809708e-02
3.601590693084005812e-01 4.229974341278530114e-01 -1.834300516495357414e-03
3.698154115026729416e-01 4.060583387861120830e-01 1.107530653973796131e-01
3.299798538120587432e-01 4.615498617684795635e-01 -2.097894520915200012e-02
3.650472579829032171e-01 3.899909516076877081e-01 1.151745650942714860e-02
3.753299892877280386e-01 4.212893126219471318e-01 5.311997376879262767e-02
3.092430570316200833e-01 4.191960779087263722e-01 7.427020369621128992e-02
3.601639141975195857e-01 3.937983162594926312e-01 1.599339124855907457e-01
3.814333506520777850e-01 4.037490668643599623e-01 -6.366349619630051748e-02
4.053598894436377109e-01 4.038254634680770727e-01 6.853725109051422848e-02
3.639909150914407143e-01 4.211225484034948341e-01 3.768793385255797546e-02
4.180896865350892666e-01 3.993714732735050843e-01 9.341732426171311943e-02
3.591726211841126948e-01 4.277062138551094295e-01 6.159642664339615159e-02
4.024390666351325696e-01 3.871299710630355939e-01 5.895239213858571858e-02
4.007729156675683968e-01 4.113969181212295267e-01 -8.762145163267565096e-03
3.286689130818188920e-01 4.087261271790273987e-01 2.905867996532118802e-02
3.559060553991578724e-01 4.186232791002846287e-01 -2.442971987085651442e-03
3.550751959665741087e-01 4.160582659791930982e-01 -1.100687874788119913e-03
3.423974881867407061e-01 3.852686787669374890e-01 7.254531994482116275e-03
3.251198184098190724e-01 4.603133762118888916e-01 2.110889024555628879e-02
3.295735586042197185e-01 4.321748515108145283e-01 2.852443073415766861e-02
3.646446002055076518e-01 4.471956078577773996e-01 -2.929836265379170968e-02
3.723520617240053676e-01 4.188698287724603730e-01 -3.392180218980600515e-02
3.340777762927903405e-01 4.108139239275884202e-01 3.331143746689813057e-02
3.614636534873398310e-01 4.132104186113511601e-01 5.371318043871364800e-02
3.729490025534561437e-01 3.838092445135026232e-01 -2.660627639833390568e-02
3.622264640907688071e-01 4.246146250312228254e-01 2.833823192000695101e-02
3.675941354547079820e-01 3.983858188006655920e-01 1.366909830217122312e-02
3.314852471166243597e-01 4.174498407441839531e-01 4.695108513041668097e-02
2.821272663060036545e-01 4.170174502989200116e-01 -2.670271247391131642e-02
3.482062795821788681e-01 3.851646498531513529e-01 -2.957043997314101613e-02
2.936474447888206551e-01 4.202373613553164189e-01 3.877908083819425755e-02
3.559836064170879277e-01 4.071352366379653587e-01 1.177421948130255025e-01
3.005236913327051229e-01 4.458544983486683599e-01 2.183267345258133041e-02
3.284585286599486786e-01 4.175970367840757813e-01 1.063907744888819007e-01
3.208728676662447876e-01 4.384237963722942277e-01 7.402637744625151228e-02
3.886650418124359962e-01 3.970986674032893626e-01 -1.067311217226818432e-02
3.546438139754334307e-01 3.976054405624407373e-01 1.108352313577032344e-01
3.601795007442605279e-01 4.109403695212843766e-01 2.674889250239109728e-02
3.181208667058758044e-01 4.387005222995049580e-01 3.266309801076938690e-02
3.520858800402427158e-01 4.086825736161676104e-01 -1.507377408552934561e-02
3.834237483267869950e-01 3.785177885981006463e-01 7.121876424854112209e-02
3.622027981594749813e-01 4.167974165495570427e-01 -3.305719923734184995e-03
3.898202578713929611e-01 4.105471627688348502e-01 -4.310696240873135299e-02
3.702799527072077046e-01 4.429404753537408701e-01 1.522292452175857402e-01
3.218482665819655253e-01 4.227375836592170977e-01 1.439124714814177253e-02
3.617074287220810591e-01 4.023358720162050761e-01 1.505453102684248812e-01
4.189667801240734013e-01 3.875973106228998155e-01 -1.332468349747079062e-01
3.478543362943449235e-01 4.603942653346257963e-01 1.509684356282181561e-02
3.109247752175153812e-01 4.232737109224668504e-01 9.095724847058228590e-03
4.057105469738783166e-01 4.025170398619911660e-01 -1.456731769226837780e-02
3.660585252626110675e-01 4.301247139736596448e-01 7.282535924492661294e-02
3.946316397946674215e-01 4.085274374067126568e-01 -2.875751751419730606e-02
3.645976739729150928e-01 4.673782972990947471e-01 5.748169084283505370e-02
3.887705775627470217e-01 4.029929031533229233e-01 4.463865170585923359e-02
3.557691234092075216e-01 3.853776768574782019e-01 -3.836140588067915580e-02
4.053423192700621458e-01 4.064291193250212375e-01 -9.808078828149680017e-02
3.536124821666611906e-01 4.271469756374765558e-01 4.028663530314813279e-02
