sigma l a b
1.771954163678607086e-01 6.455240475716683690e-01 7.794912389618144366e-03 -5.733560343943455706e-03
1.826125890884187086e-01 6.641106380442279855e-01 7.802697316826978646e-03 -5.422365496816405894e-03
1.533958367695218983e-01 6.288920341319237384e-01 8.003499943094183333e-03 2.608250790147481624e-02
1.839717245647078114e-01 5.661490537424461733e-01 8.006672073672484180e-03 -6.399334215146712523e-03
1.737445494765842424e-01 6.768195378031381937e-01 8.084453516735944090e-03 -1.983118790193305614e-03
1.931178991054089134e-01 5.582830634337840880e-01 7.056329842895614490e-03 -8.306172437540393361e-03
1.871144487805079248e-01 6.531805588731713907e-01 7.635829187748757740e-03 -1.437392247236446430e-02
1.891160498472530538e-01 6.118359291793902255e-01 6.824386829752261685e-03 -1.358987123675015063e-02
2.015483183419292945e-01 5.637137312148549073e-01 7.707393071299827036e-03 -1.110522000204516857e-02
1.821212866004616737e-01 6.585337240619638655e-01 7.521760346814308773e-03 1.019116772684691696e-02
1.889917650966779772e-01 5.867682529956450566e-01 6.676783443582023914e-03 2.367795334462119428e-02
2.192101960045828857e-01 6.372852108084460232e-01 6.639828270118566800e-03 -4.220254884558771735e-02
2.013180446950330604e-01 6.043223416837709694e-01 6.510481076651884746e-03 2.725824246428754094e-03
2.094980091258599741e-01 6.146989856065375735e-01 6.240544218971591506e-03 1.255828307928119614e-02
2.135510802315667978e-01 6.113193346684325791e-01 6.665070301209288783e-03 4.432358189624396871e-02
1.743406828081868754e-01 6.197094865789083418e-01 6.628524343616458425e-03 2.642034847137830766e-02
1.803086108825630585e-01 6.572651988783930754e-01 6.322408633618104012e-03 2.704367473933544375e-03
1.905801338008445978e-01 6.531680705504974149e-01 7.903740493507539766e-03 2.628960677115887989e-02
1.706275403815345759e-01 6.648725422601109436e-01 6.903941081057976548e-03 1.131125415724421046e-02
2.085708419830308302e-01 6.689711296738971580e-01 7.749423353775729273e-03 2.148421250871113131e-02
1.833029395419480123e-01 5.712880833230340460e-01 8.093857965954090461e-03 2.438445947288725435e-02
1.898548563549659896e-01 5.997085974502992523e-01 6.984731488275719435e-03 -1.565569095314511827e-02
2.052395963635131881e-01 6.671806643779996104e-01 7.597809906901474564e-03 1.863773364007759170e-02
1.801629957497347667e-01 5.751542886183729220e-01 6.904826709454095490e-03 4.242173159200124388e-02
1.914889484700578737e-01 6.299678652416083047e-01 7.073055010891893257e-03 -8.210896773272358118e-03
1.793011620384419580e-01 6.247993638162850916e-01 6.935401626501649930e-03 9.909814555328466668e-03
1.934160526914929790e-01 6.323304574545327572e-01 7.252933731161800845e-03 -2.231868370974154914e-02
1.824384988772813077e-01 6.623102566029237526e-01 7.991526550981023491e-03 -1.085292406497284645e-02
1.916900864948873628e-01 5.597640620030305270e-01 7.966421968614877114e-03 2.488011138808543521e-02
1.758268101874772560e-01 5.495994123989879077e-01 6.440566183212391438e-03 -9.412745456909288322e-03
2.055079413713393477e-01 6.509718108034100448e-01 7.309237660271875048e-03 4.068503191582584222e-02
1.773757531798745568e-01 6.042188710336325874e-01 7.863944731194380533e-03 -1.863002700052018845e-02
2.012806741204717087e-01 7.163549858183984043e-01 6.359308845237540697e-03 1.016272662507278213e-02
1.948409316684923120e-01 6.492727993010920517e-01 6.139387176785263134e-03 1.101473622779192141e-02
1.859075373058918512e-01 6.748192762621749718e-01 7.335058613072209521e-03 6.688235251273155768e-05
1.864688800648657829e-01 6.384375824923296250e-01 6.314321637779264640e-03 -1.008463981920781904e-02
1.812497444385079426e-01 6.595646625726638845e-01 8.276632265439044789e-03 -3.549596540414201584e-03
1.794332828444363814e-01 6.054261245494179100e-01 7.414216441163447302e-03 7.598473713692488474e-03
1.724600910841485035e-01 6.640547596766515070e-01 7.365128311437686703e-03 1.949242242965887328e-03
1.959503201159073504e-01 6.396811043648896744e-01 7.032826505649861226e-03 -3.631813461941635346e-02
1.972197875805601075e-01 6.253847009684823099e-01 6.997555091213983336e-03 2.320051326192951180e-02
1.841821220256688318e-01 6.003703459127117670e-01 7.514386985946100439e-03 2.134912630831964364e-02
1.784664733688005323e-01 6.567209598582696151e-01 7.428095554813565760e-03 -2.209524516847238829e-02
1.789135441152256978e-01 7.014874249014826368e-01 6.957309010586346099e-03 -1.183557068135332457e-03
2.026078656241169784e-01 6.262739409224594711e-01 7.325263417597295545e-03 1.144856042117714523e-02
1.776819020439260322e-01 6.243512702293098071e-01 7.320339930956688834e-03 2.168364859504778863e-02
2.127014207617149988e-01 6.755005846466811681e-01 7.070891292616440782e-03 8.194969990687805961e-03
1.853196335890471003e-01 5.611149223546865183e-01 7.161710095493344086e-03 5.716754855798722446e-02
2.036109179595707031e-01 5.620068874472545772e-01 7.095723818639043667e-03 -2.490618494389518212e-02
1.704829013271005611e-01 6.924470827691726615e-01 7.470742452206989570e-03 1.471064688383449948e-02
1.822148692351792942e-01 5.946186359280301037e-01 7.314798703929467627e-03 4.602382147102934695e-02
1.871830930278158001e-01 5.727079495362875639e-01 7.290399820418347332e-03 1.175738196411746372e-02
1.847816430945865285e-01 6.013428343048473623e-01 6.510105772627908238e-03 1.635871113663078802e-02
2.012929154222093675e-01 6.125738567075442731e-01 7.506887378115265075e-03 1.918148650640594255e-02
1.991473292540210105e-01 6.250870406219741771e-01 7.007375781182122176e-03 2.636175483170566380e-02
1.849549249841808130e-01 6.241614331017686368e-01 6.956797440146079980e-03 6.315801298112155848e-03
1.891751480191597723e-01 6.705291004761142482e-01 6.488767417312524266e-03 1.924637290407904544e-02
1.765908889633065193e-01 6.770463957851230452e-01 8.889821650442761292e-03 2.594945253611102842e-02
1.867142563594286209e-01 5.994534712978294433e-01 7.751689180005572055e-03 -9.710207804891624050e-03
1.832409225903345040e-01 6.307944359367634313e-01 6.614479960922237112e-03 -1.861312530390923925e-02
1.883065036818935001e-01 6.421405533953605804e-01 6.960509862295127803e-03 -1.098823643962720809e-02
2.590297013675704196e-01 4.587136140668426898e-01 5.805791159029460857e-03 1.468645283614606889e-01
1.914453324356833186e-01 6.849949122413839797e-01 7.870470345063773632e-03 -2.776743118707658553e-02
1.820939311573425978e-01 6.045506370275718355e-01 7.263397658758954933e-03 2.350044450932031737e-02
1.774751221691519554e-01 6.509800043183557872e-01 7.245209672255073508e-03 -2.814734551565001297e-02
1.811711492137049739e-01 6.415059274200105577e-01 7.265733973617030661e-03 2.806539553874554116e-02
1.966286740887835116e-01 6.373087144983856644e-01 6.286027405869601403e-03 3.235200299795160106e-02
1.926915940577038633e-01 5.545427166976637512e-01 7.312810992140220123e-03 -2.586035877921788462e-02
2.224984092691344451e-01 6.455973135831510890e-01 6.510803061933780056e-03 6.616283040619386213e-02
1.744930075650678036e-01 6.551467488268626349e-01 7.364498446031965406e-03 -2.343232891814817087e-02
1.905730404643151965e-01 5.942912922171197376e-01 6.961011858010235365e-03 2.464209538620476536e-02
1.892475389181449974e-01 6.594671790225968833e-01 7.371397511454172435e-03 9.256244691564941007e-03
1.737258825127589446e-01 5.727181692603123819e-01 7.652952418205995200e-03 4.520850624078498470e-02
1.823868549033458297e-01 6.301456672998855257e-01 7.888715098242890522e-03 -3.248839761218080824e-02
2.193126057416903696e-01 6.536828798875002899e-01 7.413261650206004472e-03 1.209810127153154724e-02
1.964610117077387752e-01 5.331349306240357189e-01 7.686545691405845260e-03 2.303018812598089937e-03
1.646884428703903891e-01 6.395290865406670910e-01 7.619563925743186306e-03 2.346422055307595400e-02
1.888950814710345372e-01 5.775649109048964780e-01 6.412448850120912314e-03 5.829688871297111774e-02
1.806001387492478516e-01 5.827320919351975936e-01 7.704027261570114971e-03 -1.044342967770006680e-02
1.950223300024947481e-01 6.468907444240211690e-01 7.673387179706572803e-03 -2.800985434834579735e-02
1.803333721327270156e-01 6.093686935717241848e-01 8.205026259654378540e-03 -2.773672949448391378e-02
1.780967908930446708e-01 6.469173443349757191e-01 7.520736991142473737e-03 -2.414109498959438049e-02
2.002667041545232451e-01 6.356227570161037121e-01 7.814802712991598954e-03 1.618740584225175638e-03
1.829103819476344817e-01 6.518614980826458183e-01 8.310651473358507402e-03 -4.999676660021323826e-03
1.697139554969767927e-01 6.740207556070867412e-01 6.988057517078719028e-03 3.028316368068617592e-02
2.036113591961414004e-01 6.026449120446690788e-01 7.170118464922235757e-03 3.185634967655248673e-02
1.835456606283733250e-01 6.732945965187951964e-01 7.105739967816125657e-03 -4.900855357310596183e-02
1.776173646765679126e-01 5.751818920462462570e-01 7.803362273755408418e-03 2.961447293948227255e-02
1.743233159295054513e-01 6.213863868200721896e-01 7.469332834750860850e-03 -1.807883290271439236e-02
1.961404176642375097e-01 6.268663430930687674e-01 7.589343039612339581e-03 7.287404475543102222e-03
1.906055938829474550e-01 6.699053690267866568e-01 7.340625412424847673e-03 -6.614647452206856570e-03
1.808982066778658249e-01 6.195890586597010419e-01 7.193053696851692269e-03 3.421192034972531104e-02
1.990216803837493165e-01 6.106419128523781215e-01 7.697695419668401651e-03 -2.984999087537087981e-02
1.836552787238009410e-01 5.809899445668900153e-01 7.357435089927810701e-03 8.871160761780849668e-04
1.536955307890988109e-01 5.977008445683932303e-01 7.415816780193172641e-03 -1.302766867818050400e-03
1.904957905829522402e-01 5.592998937617423838e-01 7.129979830403920804e-03 2.491951707686546058e-02
1.880037144774222568e-01 5.685194620684875799e-01 8.446311006078434380e-03 2.580134561923408398e-02
1.810378899699933708e-01 7.009518039591797756e-01 7.167827716780171554e-03 3.827079930574539546e-02
2.032194841417797326e-01 5.629971951911758588e-01 6.639219901176177108e-03 1.033101439605932370e-02
1.838917728803272644e-01 5.563148525979212389e-01 6.440163619016517349e-03 7.829104230022032596e-03
1.831146414671959433e-01 5.911564174667226501e-01 6.885342096600702289e-03 1.123061909553646487e-02
1.814351059699352009e-01 6.246921993975367293e-01 7.746139452198076703e-03 -3.240825817241743678e-02
1.787414205373569487e-01 6.315339026094597408e-01 6.925453642330915704e-03 4.289781074551601847e-02
1.926879739638419353e-01 6.480326791013919507e-01 7.651846378462633103e-03 -4.509576247204938326e-03
1.669582109105944845e-01 6.741477380054717861e-01 7.022959934509631630e-03 -9.401913718632970429e-03
2.051144582947332096e-01 6.057125387568705888e-01 7.765448642398420365e-03 7.258316581785528854e-02
1.914562682206229494e-01 5.549962595632005335e-01 6.413020412823176863e-03 1.891981847528034777e-02
1.885851995651896540e-01 5.999628467449007463e-01 7.452589767193096293e-03 3.329164036330034548e-02
1.713434371707110437e-01 7.337486953683505231e-01 6.960272977391081251e-03 2.034191073566704588e-02
1.853476818482764632e-01 5.885624578712858046e-01 7.345836017543939944e-03 -1.344025898958833842e-02
1.892376235085512226e-01 6.710641588086614373e-01 6.790103211617437573e-03 1.499230430137821202e-02
1.880526833778670137e-01 6.326430509540527103e-01 6.981369608876811239e-03 3.929581217818878258e-02
1.776600316438317617e-01 6.810455370470912539e-01 7.564053601723685905e-03 2.316776862362157630e-02
1.604776360682254044e-01 6.417148493520464791e-01 7.576100639821045646e-03 -1.497197000456118587e-02
1.831413780649428502e-01 6.574719567598187320e-01 6.928427447202525902e-03 1.420646315519347169e-02
1.890224018424567776e-01 6.574702654126002299e-01 7.565478575788889271e-03 4.018538519957370880e-02
2.022303258228943246e-01 5.926593439534184604e-01 7.481668841931653213e-03 3.850203028207044298e-03
2.132712539746500213e-01 6.439228679426650670e-01 5.998401736961686548e-03 8.158142945761914788e-02
1.611247208669800146e-01 6.737785377808906961e-01 7.692977163347006209e-03 -5.029028450356909374e-02
1.901200833934212076e-01 5.604379355806397012e-01 8.148953768095455741e-03 -1.261566751577358758e-02
1.679671792885922277e-01 6.628749862260502335e-01 7.558270492990251666e-03 1.943592418600825766e-02
2.222152002153430783e-01 5.945129255680340341e-01 7.080227246268652741e-03 2.129546049758168635e-02
1.797806082283288087e-01 5.924202933677907845e-01 7.414745677709465299e-03 -4.616910044085376086e-03
1.893555012859043651e-01 6.388182993464184278e-01 7.501954589411941043e-03 -4.081513258768065811e-02
1.815045493831147772e-01 6.676712521341725548e-01 7.005433653710965713e-03 -1.768711432408931472e-02
1.893719627365724745e-01 6.904772003872762243e-01 8.522486180852203996e-03 2.511358272357044896e-02
1.977762162377843802e-01 6.161780803538385864e-01 6.854800554217291286e-03 -1.945613281326319388e-02
1.638955502722271307e-01 6.645444012989065730e-01 7.798398086651350813e-03 -1.925695945496075367e-03
2.061330988768969030e-01 6.235829317866223853e-01 7.704712217259226947e-03 3.125893842844318371e-02
1.886347803439598625e-01 5.922181865441364934e-01 6.506753393490237458e-03 -1.214745031010489029e-03
2.228313209063409739e-01 5.631668036860600912e-01 7.952312813056264251e-03 -2.252588031343760733e-03
1.870263610630110707e-01 5.809020889842955171e-01 7.495741099031137666e-03 -2.525458636592348149e-02
1.768470122713030612e-01 5.345016517893328434e-01 8.042694431007538225e-03 5.014552339119404678e-03
1.874218673711294525e-01 6.832924377903308866e-01 7.556886234676062075e-03 -5.313699294039686549e-03
1.843751196593002017e-01 7.018258457502235537e-01 7.159691599931392036e-03 1.638434294362944854e-03
2.071633215954922225e-01 5.784319636958717981e-01 7.699762737963092296e-03 3.897404484436162164e-02
1.908154418113724993e-01 6.649531039552143419e-01 7.665160138523564870e-03 -6.516775382156003715e-03
1.796390056328069362e-01 6.003756280968561843e-01 6.696412406326957001e-03 3.842744985275370340e-03
1.772444411104691642e-01 6.792408924391830638e-01 7.277729971911547913e-03 2.065554742581987568e-02
1.843720182540946328e-01 6.202377372457108518e-01 7.480999939593460657e-03 2.833843464076490903e-02
1.777014463141779188e-01 6.852791592257860831e-01 6.922370920413464801e-03 -9.176085058983707299e-03
1.762932845198639242e-01 6.598647707958772424e-01 7.381979807307495478e-03 4.674329043776603854e-02
1.729714173620155171e-01 6.299139056922841151e-01 6.604828578770524650e-03 -4.613577477482633249e-02
2.257086476160680977e-01 5.538885998947818967e-01 7.080279659362739841e-03 8.231068783182582393e-03
2.061375437440239322e-01 5.993375829906495422e-01 7.169806399914456507e-03 -3.866841283882038738e-03
1.804333899204429437e-01 6.038425584868701845e-01 7.763102081111437902e-03 -5.931139728987488979e-02
1.851150551217779217e-01 6.417985531001841881e-01 7.671125916246933352e-03 1.125399590238762570e-02
1.929229918040048508e-01 5.872266453829223520e-01 7.086057563837441786e-03 -5.776076182988143515e-03
1.812835812914682931e-01 5.302774676486519123e-01 7.459312091129335909e-03 -9.460651738564029856e-03
1.932734191792545575e-01 5.172695224242531697e-01 7.209288248614886818e-03 8.644906281332520592e-03
1.904670110280576867e-01 6.137418223784828486e-01 7.730381608220468492e-03 -1.859460921469646699e-02
1.915615048383495778e-01 6.527346758729233311e-01 8.003223296928187180e-03 2.681501897593108197e-02
1.812479595420098955e-01 6.641376088638692998e-01 8.098128247878498553e-03 2.021912582569518335e-02
2.111556585188349433e-01 5.770204964376051127e-01 6.856169480720340770e-03 4.420805055793186611e-02
1.718669130184429517e-01 6.524671354061752915e-01 6.962410946346551943e-03 2.831206886468518036e-02
2.028956411320937125e-01 5.893332687122737612e-01 6.134128482479614397e-03 -7.684638663292719940e-03
1.731618009828360394e-01 5.423910885760451217e-01 7.875839240045381939e-03 1.966911958254824455e-02
1.979093140756879587e-01 6.247984884934483230e-01 7.874416951835751244e-03 8.729444552587839468e-03
2.041742380544131208e-01 5.986814368164711242e-01 8.319664532753311137e-03 -1.876015091533433932e-02
2.023601609578664917e-01 5.495176314197354195e-01 7.839528205736759348e-03 4.290391550418393152e-02
