sigma l a b
2.175424124510493273e-01 5.331388030420309843e-01 6.558094557184514228e-03 -2.454965029627942386e-04
2.056894861881121972e-01 5.328062900296537396e-01 7.796034988539334021e-03 3.237797651331941751e-02
1.877155172700556984e-01 7.056212270894014482e-01 7.649867704342838692e-03 3.147187872351375759e-02
1.973630657960943335e-01 6.007417242435174609e-01 7.386843550602539832e-03 -2.200585506086860654e-02
1.950149424905542883e-01 6.284214337858150534e-01 7.984396012201397386e-03 -1.863531603929535763e-02
1.836299520977320299e-01 6.101699730939963429e-01 7.234929926130298505e-03 -7.548556487325219777e-03
1.697481187608506359e-01 5.429328463005029803e-01 6.856477093086857377e-03 2.426228075889991231e-03
1.626718609212603472e-01 6.781665297940193682e-01 6.834323658372401522e-03 -9.474186224463387873e-03
1.646266902042136104e-01 5.675239200610829871e-01 7.384892265969313085e-03 -3.693852148050846829e-02
1.812835812914682931e-01 5.302774676486519123e-01 7.459312091129335909e-03 -9.460651738564029856e-03
1.884473457766425164e-01 6.279986867350489943e-01 6.990619807299883193e-03 3.174176891790647659e-02
1.916900864948873628e-01 5.597640620030305270e-01 7.966421968614877114e-03 2.488011138808543521e-02
1.840510158934877682e-01 6.910220346555816517e-01 6.988683769691764192e-03 -6.855914504248605823e-03
1.746614591383402748e-01 6.880226190746384640e-01 7.403563035303227513e-03 7.124347239853445757e-03
1.765264519907909502e-01 6.260608640175706618e-01 8.034238931360147828e-03 1.032947623606172982e-02
2.006555575906139866e-01 6.114624684704038637e-01 6.953602160027994028e-03 2.854127408258433363e-02
2.066015011222976927e-01 5.805044233337491866e-01 6.949827512626037540e-03 6.268517456827282786e-02
2.045658590684657774e-01 7.139122127419490482e-01 7.077853704375455801e-03 4.257403734407949614e-02
1.932745308594271405e-01 6.637716342341487552e-01 7.413727806746560345e-03 -1.529964116751414416e-02
1.944519501256298522e-01 6.066575403517703302e-01 6.495615708183924419e-03 4.089322328024458386e-02
1.935124259261225277e-01 6.049490069083389709e-01 7.195642362541700143e-03 6.890476781484622393e-02
1.910951948218054808e-01 6.818030160229344716e-01 6.572337121251582703e-03 -2.324505640802909667e-02
1.941022801263188047e-01 5.988464765177000659e-01 7.935008763424823697e-03 -9.657942468719316054e-04
1.894677097547806943e-01 6.068455303833080183e-01 6.980902241781584971e-03 2.242471197613182810e-02
1.621688179290470821e-01 6.729706275831190965e-01 7.526343960613954276e-03 3.244833157128512724e-02
1.852630783974660855e-01 6.747182924634399503e-01 6.951777905685685433e-03 -1.445489460734683540e-02
1.952931498428625290e-01 5.840528403951571468e-01 7.280339275436330249e-03 -2.090981381409018347e-02
1.685395985954800668e-01 6.450223558335087537e-01 7.040811695060357478e-03 1.493525598867151416e-02
1.864839919435093418e-01 5.969428398540822522e-01 6.756993430731474126e-03 -1.758212886456567148e-02
2.101003458038988858e-01 6.602378203954419877e-01 7.127649021427338860e-03 1.526272664304562099e-02
1.830444188344873269e-01 5.743405075952100480e-01 6.725132597248016653e-03 9.912979130399790506e-04
2.003172607794685423e-01 6.595093109223846284e-01 6.463105020617296304e-03 -5.401069631919774849e-03
2.006649704471110962e-01 5.180933386315310640e-01 6.814479347607413362e-03 -5.571584600534418286e-03
2.212085981571317583e-01 5.683081095475863709e-01 7.465357181944409781e-03 4.905366215051776280e-02
1.926580795997602513e-01 6.770058145249330250e-01 7.511798027531657596e-03 -1.054584137132241750e-02
1.683934815998963108e-01 5.907512750250233369e-01 6.564274333674499640e-03 1.416894566164117464e-04
1.918357622059314316e-01 6.649321354602012457e-01 7.240858140564479517e-03 2.597416489542947460e-02
2.004383121476888130e-01 6.339466068798578213e-01 7.058732375966068895e-03 -1.675050118513676800e-02
1.870876956899002463e-01 6.207361689777705083e-01 7.739560275496250308e-03 -1.847491743798834740e-02
1.827257674716689928e-01 7.089368115121302827e-01 7.018086479224860952e-03 2.188892470988923478e-02
2.132422068325217079e-01 6.360823409467621925e-01 8.140328802508069173e-03 2.382469369341633225e-02
1.834495595433657533e-01 5.478130721572426198e-01 7.666494301147200319e-03 4.391411696116342966e-04
1.757016307165347180e-01 6.166012881505520404e-01 7.879164010413573782e-03 -1.902138507801698353e-02
1.850997899826755388e-01 6.374736138267617092e-01 6.836590924778097877e-03 4.145523326891797922e-02
1.928337941250362342e-01 6.714881066538087584e-01 7.485274029767743920e-03 5.528916018318730252e-02
1.982367533402797644e-01 7.006572241031138182e-01 7.364233207051693042e-03 4.410883492902284431e-02
1.809517581222086502e-01 6.720128483759012505e-01 7.083636152663205787e-03 -6.133966674535251684e-04
1.780027552395159474e-01 6.554952779720103484e-01 6.812330057321326626e-03 2.254079880714243700e-02
2.028564959009239166e-01 6.002268860426284158e-01 7.063719482936645089e-03 1.685269948975065546e-02
1.791693913932563831e-01 6.518686499454131589e-01 7.024591922579370706e-03 3.857467969347494474e-02
1.877148466129376914e-01 6.589985270155025443e-01 7.390605591872725921e-03 -2.742184733850483447e-02
1.841622107014087573e-01 6.291758503348607867e-01 7.717522745435856368e-03 1.936453089056122678e-02
1.869508442888677957e-01 6.613894025058086878e-01 7.746626931522525294e-03 1.267261638761940645e-02
1.729669693874515968e-01 6.150602936326110548e-01 7.744011923123572672e-03 -6.940365840725659652e-03
1.932019463814727001e-01 5.399869309658642536e-01 7.124500119190448066e-03 -5.710262711491309595e-02
1.908040784592430483e-01 5.453342425633832535e-01 7.724684466020280416e-03 2.622074028146226254e-02
1.985303581194886591e-01 6.164058827586343936e-01 6.607744452081051878e-03 3.771630453675944850e-02
2.058448783400144977e-01 6.066018535004495948e-01 7.770020210251679660e-03 3.372604987501359730e-02
2.037657440434978429e-01 7.194997683503591146e-01 5.989522373811985434e-03 5.552085365542724915e-02
2.057057048294067547e-01 7.024455767906248038e-01 7.010237909244564081e-03 1.445773130128236161e-02
1.810961666203413922e-01 5.368220197993912590e-01 7.335507260868033563e-03 1.919483124316112566e-02
1.764059281463059292e-01 6.527973305950397487e-01 6.919247430768181439e-03 5.939037256035506473e-02
2.067709919159679277e-01 6.340252618658366313e-01 6.576320237109058164e-03 -1.599546742175173009e-02
1.842238613338008646e-01 6.537405334535009160e-01 8.088083985789140673e-03 -1.824238353350104980e-02
1.830415545858439519e-01 5.483708840900948234e-01 8.064584654238281247e-03 1.767101087918199198e-02
1.645951588466676441e-01 6.273959492194216558e-01 7.642839486214900169e-03 -1.125441051745657006e-02
1.830770673569873941e-01 6.954521825281451131e-01 6.113787505413102730e-03 2.028107901514131228e-02
1.947792009652769274e-01 6.688017750118840921e-01 6.716873280248746025e-03 3.683479200204686776e-02
1.855867507682141537e-01 6.112509960334764347e-01 7.137041558838916333e-03 -2.693069277602844203e-02
1.849579449675071985e-01 6.433595604834535520e-01 7.306651719329801398e-03 5.720711032261860396e-02
1.882698201446784403e-01 4.957682119131401333e-01 6.657368703005969723e-03 1.445427530111365044e-02
2.008909245743849548e-01 7.171257534441820569e-01 7.264594770742441310e-03 -1.672910514972270057e-02
1.702414633343609651e-01 6.548915732006055368e-01 7.209021960914129001e-03 -1.148240731041472174e-02
2.021912452169863650e-01 6.287419985196120997e-01 7.276516572591928966e-03 2.145660789995051942e-02
1.721581447685561483e-01 5.771032841918171119e-01 7.772284291589749705e-03 9.143291621405147396e-04
1.976592794824292287e-01 6.876012166898926026e-01 7.381831637767975740e-03 -4.214102081363790830e-02
1.985492203566008584e-01 6.349915810645931913e-01 7.132762824149166403e-03 2.113314872308658110e-02
2.047538486643963040e-01 6.212740942301421265e-01 6.738857660644914649e-03 -4.679236881796633440e-02
1.723779097212065625e-01 6.195768490800598327e-01 7.078908621241684906e-03 6.142929535993157941e-02
2.021734084189502345e-01 5.980853846899021331e-01 7.509356239279230127e-03 2.171522855273311237e-02
1.839939478932518524e-01 5.150663566887234701e-01 7.715112190289211136e-03 -6.012561766328250457e-03
2.090503420497746567e-01 5.065490342767998699e-01 7.635738340682797498e-03 4.656394425726739783e-02
1.844125453327499220e-01 6.565110960812012841e-01 7.240539640252084685e-03 1.892975641972372003e-02
1.958686728710096470e-01 5.683989659272049577e-01 7.290877406470129551e-03 -4.095384505892085691e-02
2.172291950002159799e-01 5.495122878626825802e-01 7.361621501346393703e-03 1.160300121976431953e-02
1.747846236999840430e-01 7.171723208516993520e-01 7.244425783643794470e-03 5.625871936773618742e-02
1.785227166976163515e-01 6.385972091550236041e-01 7.302741208850230259e-03 -4.355955064148098188e-02
1.980488370320626634e-01 5.783866741200230921e-01 7.842669220798612062e-03 -3.533346363015255065e-02
1.812585539698552961e-01 5.868361855289723206e-01 7.790376136713371424e-03 1.035527113409173694e-02
1.964368872367919794e-01 6.602273863151352229e-01 7.407299213572790531e-03 4.280233367208285955e-03
2.241130586279291292e-01 5.940810380649357292e-01 7.699948032055647928e-03 4.516539717198897463e-02
1.872822394690668024e-01 6.230087907366043121e-01 7.012057772677215972e-03 1.988380741909878680e-03
1.829370591633289189e-01 6.570388969453778705e-01 7.804972673415143392e-03 -4.201538392320625093e-03
2.007593265271528926e-01 5.853628526118886954e-01 6.837199703344121193e-03 -1.043489443299905339e-02
1.992202630619205050e-01 5.767231936376389090e-01 6.249317768930263972e-03 -6.398497784718903958e-03
1.935448655580650212e-01 6.303940656357526207e-01 7.704232117523489298e-03 1.753797124819422848e-02
1.645870072452277899e-01 6.582323189016665577e-01 7.184778876792932700e-03 6.144951131092923902e-04
1.747395843192998399e-01 6.869974252375539159e-01 7.821869765816821807e-03 -1.608356023365575815e-02
1.930429284578889237e-01 5.934182871990703045e-01 7.670107219192125181e-03 7.076379348505135169e-03
1.935089645059074048e-01 5.557039866745039358e-01 6.699486408770202739e-03 1.176523093312109580e-02
2.003546987332066043e-01 5.984663858398595604e-01 7.384616809846068775e-03 -1.789578176906059248e-02
1.788332234045571512e-01 6.293314748276277459e-01 7.760408636349677702e-03 -1.675127291441480537e-02
2.047925521795343484e-01 5.863359000847498947e-01 6.686343758633118972e-03 2.335301550900936718e-02
1.557819656771542993e-01 7.443272359448628306e-01 7.982289840914071066e-03 -5.038693222960688445e-03
1.839215777656055262e-01 6.644296713731566717e-01 8.103769460519681667e-03 -8.979555816039708205e-03
1.819977388548824071e-01 7.096835388060414029e-01 7.678474827278645998e-03 -1.269438049494442389e-02
2.071193238125758895e-01 5.716756218070901951e-01 6.397502833974888503e-03 1.067197128541996776e-02
1.939852701083611408e-01 5.436706876935444299e-01 7.403561294237248624e-03 1.405139293092982911e-02
1.599520135017575839e-01 6.039864056452401986e-01 7.263942603875070403e-03 1.329559759542808806e-02
2.053830092458772960e-01 6.792812145880571251e-01 7.397793352981775483e-03 5.070367888993798644e-02
1.919970547710548869e-01 6.111656481342970793e-01 7.304847465126773631e-03 1.067960872729800670e-02
1.771769416263746788e-01 6.641291277829907136e-01 7.150041545865723491e-03 2.219166212037171348e-02
1.849579449675071985e-01 6.433595604834535520e-01 7.306651719329801398e-03 5.720711032261860396e-02
2.002056861364660545e-01 6.191836687795981842e-01 7.129658158454642292e-03 5.116243907051032380e-02
1.924059081968316209e-01 5.913005988594769446e-01 7.472698659970924973e-03 -3.000178820280030578e-03
1.764408191982878571e-01 6.191953507894166764e-01 7.108291228706473119e-03 4.508387090674137454e-02
2.023486182329550243e-01 6.360004528383838007e-01 7.413864121660063145e-03 -2.427252499590792922e-02
1.660305194333729362e-01 6.971712322122957106e-01 7.185426883028186995e-03 3.877913235253682700e-02
1.911433314690102470e-01 6.285447910718735542e-01 7.284165838458797615e-03 1.154584925158141928e-02
1.667720518031285959e-01 6.934103201347809886e-01 7.217218333270311592e-03 1.069797351900847460e-02
1.729930960642411253e-01 6.867742052664503882e-01 7.632363051834969991e-03 -1.822346341412206527e-02
1.969468002007556395e-01 5.794366312983005862e-01 7.062314193721518085e-03 -5.245610084516538763e-02
1.738519710096292636e-01 6.095624347438451940e-01 7.621672688065683765e-03 -3.828436819520764089e-02
1.821914606074892806e-01 6.344393914605124252e-01 7.496279314506935909e-03 2.341005415104024934e-02
1.958582168147212088e-01 5.991401561224907191e-01 7.030022530962867777e-03 1.991850690719232375e-02
1.762932845198639242e-01 6.598647707958772424e-01 7.381979807307495478e-03 4.674329043776603854e-02
2.144492293522607673e-01 5.683301049156870288e-01 7.891388943562990810e-03 -1.574820599127657594e-02
1.878249244319586397e-01 6.381071996951038772e-01 7.467863145982009399e-03 -1.756047318143139080e-02
1.718845586946537440e-01 6.833258127908501400e-01 7.420961147833707305e-03 1.212706399344432029e-02
1.766284713544508944e-01 6.822678034066445019e-01 7.310549997306271808e-03 -2.063168862688202765e-02
1.879292385465910764e-01 5.741862996501477800e-01 7.087635381903677201e-03 2.572882659962472118e-02
2.066577791204439740e-01 5.730191797537996790e-01 6.744872936532655960e-03 5.156118260107023232e-02
1.917058058689384559e-01 6.987306456247238673e-01 7.491906073740804695e-03 2.322897829625381050e-02
1.932427341642074248e-01 6.796281554521397261e-01 7.628664051496335252e-03 1.471203278693256067e-02
1.899562481422270299e-01 6.167020662040052503e-01 8.281930855065476604e-03 2.585615710896993491e-02
1.872147147761135388e-01 6.786586924297051127e-01 5.875019254849879469e-03 2.915905578150423949e-02
2.026834218995232362e-01 5.987693327866150383e-01 6.601657860718403159e-03 4.366170878254171939e-02
2.113325670146928015e-01 6.310190413113048180e-01 6.790933775590125843e-03 7.405403523122355836e-03
1.868120317491659410e-01 6.735146262574445153e-01 7.602330385244160382e-03 2.972610174641765468e-02
1.948052032257214516e-01 5.466066245250349453e-01 6.837750140014219047e-03 -2.956731327828721057e-02
1.828851333881820751e-01 6.811391958834467353e-01 6.967972635235887557e-03 8.942617529434482293e-03
1.741055954224146329e-01 6.346823769283933547e-01 7.411331940559838516e-03 5.190634741668453955e-02
1.632109237431478843e-01 6.155239815672910453e-01 7.185425817545096350e-03 9.559121860732044951e-03
1.654929247723421759e-01 5.780196344037904499e-01 7.429757275618106838e-03 2.286324317032928377e-02
1.836050147024506640e-01 5.605533751675519927e-01 7.574295886575689585e-03 -1.865239944249341697e-02
1.850396343165862101e-01 6.890170231898191666e-01 7.728203725520674250e-03 -2.475631469406791574e-02
1.641533683682921962e-01 6.258989673919201913e-01 7.977854124975571060e-03 -1.529807326855703309e-03
1.891582096293487614e-01 6.120441717769991019e-01 7.931557362365823649e-03 -9.589112912369746056e-03
2.009452648843504663e-01 6.007177995968391304e-01 7.160147479832477957e-03 8.974939774960732919e-02
1.725706440285506571e-01 7.476721835674736694e-01 7.860474912679868420e-03 -2.260901256977376761e-02
1.890420223353156959e-01 6.295594969358586646e-01 7.719782390733551103e-03 3.683569671677355828e-02
1.963541571109927164e-01 6.467776160594476131e-01 8.899262786118189439e-03 4.117301372241621849e-02
1.906066427308138467e-01 6.316669115941591084e-01 6.621625028491041898e-03 -8.234084018666321114e-03
1.744392164052337435e-01 6.887008190279146902e-01 6.238811702801126680e-03 4.147345416959602460e-02
1.720309953719132146e-01 6.195204221253404198e-01 6.880655045267428105e-03 -3.712026102697985053e-02
1.815101693990711640e-01 7.077297660476187247e-01 7.053922816228720694e-03 -1.573176488501859538e-02
1.965429479265545232e-01 6.615562346494459067e-01 7.664814714303191945e-03 -3.777217092404283605e-02
1.924732600754554823e-01 7.148580217198220454e-01 7.975269914490233647e-03 1.486559251668806425e-02
1.773847011219992220e-01 5.603591185870420155e-01 7.495395094623880095e-03 1.499744484754073071e-02
1.846010879537667293e-01 6.274023337841165837e-01 7.619210805611099924e-03 2.079665058253032939e-02
1.859103823080550388e-01 6.344296919841724280e-01 7.012088057901197380e-03 5.321724574630426474e-03
1.844629945780573710e-01 6.874147056656015886e-01 6.730036869069679073e-03 -9.598853665573559013e-03
1.772444411104691642e-01 6.792408924391830638e-01 7.277729971911547913e-03 2.065554742581987568e-02
1.936808335230176814e-01 6.444682445109145563e-01 7.946156258551176355e-03 9.227524276166576556e-03
1.754161322479790563e-01 6.532628495418314474e-01 6.950441940181947831e-03 8.271039995162432490e-03
1.794672180559984398e-01 6.497452969483440421e-01 7.690041595819888109e-03 6.934911653472930482e-03
2.026967403845439941e-01 6.438570891180281919e-01 6.945606317504827987e-03 3.914175444978829077e-02
2.010233684211528427e-01 6.133288707808117746e-01 7.440443488291391405e-03 9.527692666446707648e-03
1.777292614793312131e-01 6.001703061856734633e-01 7.354981429282481109e-03 2.991478804283964621e-04
1.865036351398844383e-01 6.548777346755786377e-01 7.062964447887253028e-03 4.920465836135257121e-03
1.966413321234352640e-01 5.054476824900520082e-01 7.509191416098057181e-03 1.904574632157984837e-02
1.922672994386268874e-01 5.836735100651505581e-01 6.645929456662515167e-03 5.069196135406928150e-02
1.891046077630717526e-01 6.414949398126489344e-01 6.846076953182470004e-03 1.214082256253989911e-02
2.150193854498282098e-01 6.402157199979662261e-01 7.863586784628465165e-03 1.530107398784741335e-02
2.045345178792372376e-01 5.957427740199101596e-01 8.020388754036336665e-03 -1.125668526628520461e-02
1.904086518820164997e-01 6.435703009577925515e-01 6.831397467682867597e-03 4.286412994086763462e-02
2.037252534187132813e-01 6.393402894174381457e-01 7.612832906367529573e-03 -3.786082119478173524e-03
1.816071100156818607e-01 6.995815286649864628e-01 7.049318873999788071e-03 1.554317207938415990e-02
1.982856392463643036e-01 5.923312110314463697e-01 7.189470694520097571e-03 -3.199117928705197400e-02
2.069425382412171111e-01 6.738591848361419334e-01 6.912984644683685398e-03 -2.255660804382508822e-02
1.899672456588300529e-01 6.081986151443654620e-01 7.723317369800121457e-03 3.256329198319951601e-02
1.976648542737127756e-01 6.158687897048243931e-01 7.147314313019959009e-03 1.059905790515758284e-02
1.973067295354947182e-01 5.552983843385690399e-01 7.685498512364177803e-03 -6.810835826743355526e-03
1.749265727562381301e-01 6.202049156932973872e-01 7.918333775783527317e-03 -2.822178566847810544e-02
2.027359126893917840e-01 6.112853818157706343e-01 8.373143829269846794e-03 -4.656867941601361416e-02
1.892346843024771685e-01 6.151001076611123386e-01 7.651478231544772690e-03 1.081533633144760032e-02
2.156143027443931381e-01 5.390167749215000192e-01 7.296608850283693715e-03 1.001227168857088401e-02
2.115071463089970849e-01 5.554023809993516858e-01 7.435965789775088319e-03 5.836484429669219764e-03
1.866350016393030498e-01 6.535044842402866205e-01 6.516476523146054467e-03 7.830763638945192895e-04
1.907175012507699163e-01 6.605400495906752489e-01 7.596029148356199523e-03 3.690327649295932488e-02
1.939878792526948670e-01 6.861945039387246092e-01 7.718524442468087388e-03 7.680039489668111230e-03
1.848760738292627159e-01 5.524364121085306722e-01 7.736014294073043085e-03 -4.538017371373159747e-02
1.861641279713714681e-01 5.789050851100087103e-01 6.881008291909018748e-03 1.107725028415318391e-02
1.797895362087337801e-01 6.484243243915698285e-01 7.262539996730724146e-03 8.803611639449648862e-03
1.819714171793391511e-01 6.618210958272272570e-01 7.159933819940553223e-03 -2.008005229889997523e-02
1.527836188469362810e-01 6.945189551001591521e-01 7.735122053209544934e-03 1.131681249341776052e-02
2.075952386342013178e-01 6.226444714041573514e-01 7.590774856133755688e-03 2.784546453542624533e-02
1.657675449573079995e-01 5.737028406895656740e-01 7.083460607531823217e-03 2.486843330972199340e-02
1.912697280296910551e-01 5.825022152528906982e-01 5.834349608306164947e-03 -1.726995960668054053e-02
2.092116548531947062e-01 5.691988264203970971e-01 7.131334489926498266e-03 2.320193366572143034e-02
1.645870072452277899e-01 6.582323189016665577e-01 7.184778876792932700e-03 6.144951131092923902e-04
1.784219298255159680e-01 6.512390702915126228e-01 6.810399541118415667e-03 -1.309665803610315926e-02
1.735633700902509402e-01 6.419649865871148720e-01 7.197527769689592014e-03 -1.372858290359801892e-02
1.987503188785622044e-01 5.999578857840049961e-01 6.628485119670624037e-03 2.196882944084155298e-02
2.081250074412331341e-01 6.020206984347037382e-01 7.784583046548679275e-03 4.244426675535795113e-02
2.026574631252150149e-01 5.944272011591477112e-01 7.522757555535476703e-03 -2.512882294409335415e-02
1.800458301164617192e-01 5.883124922134859158e-01 6.836371036803137735e-03 2.626557147881936061e-02
1.687315812247324187e-01 6.509135303589783650e-01 7.093733931104830026e-03 5.982369124545527939e-03
1.747177097537838397e-01 6.614534806638788789e-01 7.595063800139981169e-03 1.972899148198248298e-02
1.968008143400664656e-01 6.306998639543517360e-01 7.667757768459258771e-03 -2.218385579774651006e-02
2.007593265271528926e-01 5.853628526118886954e-01 6.837199703344121193e-03 -1.043489443299905339e-02
1.951524163375472909e-01 6.107292650429250180e-01 6.968437074782972418e-03 -2.000867677942008704e-02
1.842679272774428723e-01 6.652717240151448941e-01 7.190639110273899792e-03 1.246037239195141311e-02
1.792987185872176592e-01 6.054527017034314618e-01 6.978238241863089775e-03 3.488358344198250194e-03
1.737256789522328981e-01 7.354409802957960762e-01 7.070257862764682544e-03 -1.189380310140131236e-02
1.812835812914682931e-01 5.302774676486519123e-01 7.459312091129335909e-03 -9.460651738564029856e-03
1.574266987368529991e-01 6.689690796494912606e-01 6.999377163975625815e-03 -2.255492375897993895e-02
1.808691526775264846e-01 5.916224261691060970e-01 7.645051281283274380e-03 1.358882464490607234e-02
1.963855832879791707e-01 5.622120509385974962e-01 6.757859567439739035e-03 2.596532214739477595e-02
1.736786931245344889e-01 6.333156422076651193e-01 7.777211170423091458e-03 -4.904975852008108816e-03
1.845583749245653105e-01 5.980770682454981113e-01 7.796351243158382294e-03 4.340731140173748059e-02
1.880842985156004343e-01 5.399383131504622568e-01 7.743098112461668792e-03 -2.051703854471198518e-02
1.808998491115599017e-01 5.844739133550385102e-01 6.912398051025725465e-03 9.088411559494247172e-03
1.895361779143519554e-01 5.451272614395943350e-01 7.675820131134880597e-03 -3.175847654836849721e-02
1.864354812068118594e-01 6.720525775863301909e-01 6.377779381992118579e-03 -1.216798830784870944e-02
2.147860732320740484e-01 5.703807562933767006e-01 6.483388948424463616e-03 4.031564435045220662e-02
1.895234695565007066e-01 6.007940172560002345e-01 6.535395233424980133e-03 2.074860661466404466e-02
1.866373834943006738e-01 6.561938845858794611e-01 7.032796832287080413e-03 2.638256721713450048e-02
2.210681395246901770e-01 5.366921959233299511e-01 7.289945897912278316e-03 1.002463777413087342e-02
1.879781741321255584e-01 6.353324619195315215e-01 6.737105093852814586e-03 -7.436026952634122722e-04
1.829103819476344817e-01 6.518614980826458183e-01 8.310651473358507402e-03 -4.999676660021323826e-03
1.819834524739034065e-01 6.324114776793572368e-01 6.743930405147390006e-03 1.258563066946383202e-03
1.747469298359519141e-01 6.336399437613255969e-01 7.212267696043481169e-03 1.878133241839119449e-02
1.988054384024260102e-01 6.908858236568238276e-01 6.955863352760917329e-03 4.274837645999118863e-02
2.137702777494547290e-01 5.459339189257357283e-01 6.499366451343593920e-03 5.362213627171374952e-03
1.962862294943181762e-01 5.119948588713036930e-01 7.623427761133581837e-03 2.848664429628389172e-03
1.888875480258966899e-01 5.781123867795014970e-01 7.572579789927910698e-03 -6.155088889729487533e-03
1.733707387142555401e-01 6.259503270096948846e-01 6.924460455463174458e-03 2.329696128931590948e-02
1.677769285214937844e-01 6.255523542638803391e-01 7.028382962467202844e-03 1.632526776544018787e-02
2.066930189501635651e-01 6.629065680423058549e-01 7.432219167279173477e-03 -1.510321706542527842e-02
1.757838465220633029e-01 6.272319959590475502e-01 7.229816639512595677e-03 -2.273879661200117752e-02
1.863254677029498318e-01 6.892613856980109865e-01 7.815831441642231980e-03 1.750330427267687838e-02
1.641533683682921962e-01 6.258989673919201913e-01 7.977854124975571060e-03 -1.529807326855703309e-03
1.682580944109791088e-01 5.803647424987026238e-01 6.919740778084729205e-03 -2.434932920347754326e-02
2.052985410436103386e-01 5.813464538566950335e-01 7.548815171966614945e-03 -8.790147337192522059e-03
1.817185370726853710e-01 5.418967453145848712e-01 7.369073294835423726e-03 -3.418846435923206251e-02
1.746635808460455519e-01 6.016963701154088850e-01 7.148970483987368563e-03 2.798382748145478160e-03
1.753749817345393591e-01 6.869593306031224200e-01 7.921235352323197088e-03 2.106995989705673367e-02
2.009496849840389787e-01 6.416113975489529109e-01 6.495719492319210198e-03 -3.854207485906702146e-03
1.843142915848003105e-01 6.529807723074103620e-01 7.634162879205520780e-03 3.646380295987716735e-02
1.793018674860989425e-01 6.272101061212769224e-01 6.658075920123830704e-03 7.113733690453205583e-03
1.891869865207596313e-01 6.825718902996302795e-01 7.416906499278196063e-03 5.077577182277304146e-02
2.086370459646739450e-01 4.971472409089102706e-01 7.011974442678495234e-03 7.729344484768141399e-04
1.838065238266362589e-01 6.023832904973338565e-01 7.838508261726030713e-03 2.933110401368121956e-02
2.264539387432193407e-01 5.139118496335547404e-01 7.733740610090390766e-03 4.361523908983055975e-02
2.012806741204717087e-01 7.163549858183984043e-01 6.359308845237540697e-03 1.016272662507278213e-02
1.605847011048663620e-01 5.642297124892727833e-01 7.898807826570306001e-03 -3.006657555058245279e-03
1.598700985698355004e-01 6.410481363691168388e-01 7.108880993325628062e-03 3.557104685498746477e-03
1.869735911160234076e-01 6.710539957754855234e-01 6.406667862072869257e-03 2.725513854773531364e-02
1.818273611888369112e-01 6.611906480019525967e-01 6.940598574279720212e-03 2.141722779883892258e-02
1.922272353398618849e-01 6.482010884321293132e-01 7.604322167355036244e-03 2.320792543726302171e-03
1.850358125242733687e-01 6.921318391957942406e-01 6.805156643662803317e-03 5.974648747396837933e-03
2.090503420497746567e-01 5.065490342767998699e-01 7.635738340682797498e-03 4.656394425726739783e-02
1.806661463565313319e-01 6.613057434010054525e-01 6.802378752041746135e-03 8.982351871114513386e-03
2.118978232813646390e-01 6.717172295857520847e-01 7.613261824666719968e-03 -1.737677658849645645e-02
1.868470109251470779e-01 6.399267118486287043e-01 7.257260012204981570e-03 -5.595416674149200631e-03
1.798518379459774497e-01 6.787684619288960608e-01 7.275886932761099768e-03 3.737526300296778459e-03
2.138164569603041021e-01 6.140996013141971632e-01 7.599850881577260853e-03 -8.946811767848616981e-03
1.908319048401031226e-01 5.584289121610185314e-01 7.818402543472914579e-03 -8.185192052063694490e-03
1.942482079368079428e-01 7.067206926759876939e-01 7.576356162984729248e-03 -2.168855977162187365e-02
1.974352212767840897e-01 6.232971278509610302e-01 6.940549577723865993e-03 -5.522029824803542652e-02
2.215196490575712107e-01 6.028460949880565245e-01 6.910864951537240564e-03 -3.684107284395121695e-02
1.836116931149662235e-01 6.273021612220840426e-01 7.152202502208972190e-03 -1.053645743209852270e-02
1.976895769369999278e-01 6.187026504760628765e-01 7.895961914482205191e-03 -1.938275035029835003e-02
1.898253854447362332e-01 6.353541821141356349e-01 7.482990013952042774e-03 -6.023850592254520464e-03
1.669846746329476384e-01 7.431754928388761838e-01 7.133939679469479545e-03 4.735418665521518022e-03
1.531817541525180015e-01 6.630059964867247579e-01 7.904539111269794083e-03 1.632544037806660242e-02
1.758117022030028509e-01 6.481244351637073242e-01 6.893556001922360177e-03 1.664598602050704201e-02
1.757526448944888575e-01 5.821350837018319790e-01 7.455504083846806185e-03 4.237097426651947885e-02
1.751297759440671731e-01 5.145940551865233470e-01 7.608605885837838034e-03 3.306059970120989178e-02
2.231304989258098281e-01 6.179846079279572857e-01 7.720568560216259368e-03 2.199033826541274550e-02
2.039815479755642535e-01 5.492328624437596840e-01 7.688499131874117209e-03 -5.315868104482412981e-02
2.027031253352541973e-01 6.529080263509678961e-01 5.804020651500353678e-03 6.263506075670255413e-02
1.859534631580301023e-01 6.908534867907489829e-01 7.447246222341552535e-03 3.124940203583337350e-02
2.005062157843960913e-01 6.243254926961858686e-01 7.266156333726660199e-03 2.021746448494132764e-02
1.839183409051004803e-01 6.341096186046746297e-01 7.819288915008312801e-03 -9.733072778710383233e-04
1.791020023776546677e-01 6.586188960184644614e-01 7.207878399500003419e-03 3.839461421457057710e-02
2.073061843684025907e-01 5.934317970944165133e-01 8.310717108112687657e-03 -5.780324308226614249e-04
1.965613889406531145e-01 6.557371821887170160e-01 7.593150063687881257e-03 5.491767372774791767e-03
