logz logzerr logvol nlive logl logwt insert_order
-1.153037435855150397e+04 8.686315109179290062e+01 -1.420000000000000984e-01 1.000000000000000000e+03 -1.150344017634472220e+04 -1.151049043158203858e+04 1.193999999999999950e+00
-1.151049043157972301e+04 8.979295782230579448e+01 -1.430000000000000993e-01 1.000000000000000000e+03 -1.125581583301692444e+04 -1.126286708825423921e+04 1.606000000000000094e+00
-1.126286708825423921e+04 1.254318006706959352e+02 -1.440000000000001001e-01 1.000000000000000000e+03 -1.102461329888704131e+04 -1.103166555412435628e+04 7.640000000000000124e-01
-1.103166555412435628e+04 2.030616523992954114e+02 -1.450000000000001010e-01 1.000000000000000000e+03 -1.082541864179837648e+04 -1.083247189703569165e+04 1.604000000000000092e+00
-1.083247189703569165e+04 2.079879061611792395e+02 -1.460000000000001019e-01 1.000000000000000000e+03 -1.071755680869154457e+04 -1.072461106392885995e+04 1.296000000000000041e+00
-1.072461106392885995e+04 8.938835862359788109e+01 -1.470000000000001028e-01 1.000000000000000000e+03 -1.067499031638723500e+04 -1.068204557162455058e+04 3.019999999999999907e-01
-1.068204557162455058e+04 9.858010611818032487e+01 -1.480000000000001037e-01 1.000000000000000000e+03 -1.060539613899707001e+04 -1.061245239423438579e+04 1.358000000000000096e+00
-1.061245239423438579e+04 4.416356814919785023e+01 -1.490000000000001046e-01 1.000000000000000000e+03 -1.052034310761324559e+04 -1.052740036285056158e+04 1.229999999999999982e+00
-1.052740036285056158e+04 5.935078996900072923e+01 -1.500000000000001055e-01 1.000000000000000000e+03 -1.050665583685001729e+04 -1.051371409208733348e+04 1.576000000000000068e+00
-1.051371409094937189e+04 6.088016032065866057e+01 -1.510000000000001064e-01 1.000000000000000000e+03 -1.024155878585414030e+04 -1.024861804109145669e+04 2.939999999999999836e-01
-1.024861804109145669e+04 1.549960911507354240e+02 -1.520000000000001072e-01 1.000000000000000000e+03 -1.013802798088111740e+04 -1.014508823611843218e+04 1.594000000000000083e+00
