sigma l c d e
9.890244460155682427e-02 1.039794903850690622e+00 1.753040145233468738e-01 2.552549611747321340e-02 -3.688057975134538813e-01
1.258335095202511578e-01 6.951167193384790721e-01 2.183490426862177980e-01 2.264323648945201078e-02 -3.650902996839721082e-01
1.104287416840957631e-01 9.260453923693302558e-01 1.891395062675949035e-01 2.359718917501426108e-02 -3.612407058510386237e-01
9.802092580427197721e-02 1.017679572750345152e+00 2.824023450644375099e-01 1.983092161637373466e-02 -4.359890399892760726e-01
9.908959789937492324e-02 8.674622177176685156e-01 2.248947987139744420e-01 2.230507282168454897e-02 -3.973829355552728204e-01
1.087654458671473839e-01 8.582618535869894760e-01 2.318653332488738172e-01 2.196478467726496742e-02 -3.951053608065575595e-01
1.197102570400827570e-01 9.262077712930062434e-01 2.500571006595948553e-01 2.114747219472319292e-02 -4.122729683628155728e-01
9.035373360568035861e-02 9.432763205578208465e-01 2.082566926218296643e-01 2.346153241737676531e-02 -3.800929361276840224e-01
9.947337470852700425e-02 8.993971201623305323e-01 2.310740791166121522e-01 2.122838994272488455e-02 -3.862299907880749616e-01
9.470025884249577697e-02 9.023535537939757489e-01 2.182775339053286690e-01 2.274739612864642643e-02 -4.026711894103681688e-01
1.025377408341908436e-01 9.382972046162318946e-01 2.551215941912794438e-01 2.025572672587685336e-02 -4.052318980893719891e-01
1.138693044985589625e-01 8.764382366532108559e-01 1.617888390395045839e-01 2.645565494351839048e-02 -3.556518017464630477e-01
1.029680618786171370e-01 8.211045629127757817e-01 2.687540675599482398e-01 1.995466639520428534e-02 -4.303968324156079994e-01
1.130812956245054457e-01 8.375502444819709069e-01 2.871843302260439490e-01 1.996093482115805090e-02 -4.477597345877574186e-01
9.340781578100405824e-02 7.914134288291568842e-01 2.135711248769951442e-01 2.277108244990718941e-02 -3.760968731613243410e-01
1.034357284184733994e-01 8.404182235022836789e-01 2.251156490248509279e-01 2.208040647575582743e-02 -3.795607342086796399e-01
9.922232957601945236e-02 1.070301511214100554e+00 1.867467054606490873e-01 2.406405799568704304e-02 -3.495840841366739671e-01
1.044792617714403044e-01 8.768071839488483787e-01 2.279326773864274180e-01 2.193658875449532725e-02 -4.074403716976133794e-01
1.067173961622896738e-01 8.547988743612965346e-01 1.930542884896551126e-01 2.380277709669506581e-02 -3.659876512802998638e-01
1.047191178985089483e-01 9.556671453563956309e-01 2.232361727654987860e-01 2.272638635426334902e-02 -3.951281449029075965e-01
1.106154860201304935e-01 8.754377742714453126e-01 2.314281773980906287e-01 2.205267770216939524e-02 -3.924227438022794834e-01
1.026058802873766884e-01 9.630878014177979285e-01 2.013445467804395594e-01 2.402526244036521513e-02 -3.776944869786029724e-01
1.010342336791511947e-01 8.209501158726442149e-01 2.342874034507242964e-01 2.190119965097227228e-02 -3.977168125991553671e-01
8.690533656272422802e-02 1.058701824417645154e+00 2.067265508663267415e-01 2.279529200210615725e-02 -3.544493088318587670e-01
9.084894713667646116e-02 1.037354908786894292e+00 1.863984725416587551e-01 2.422073429709174427e-02 -3.616257869637821143e-01
9.705999233133472126e-02 9.433805273062474406e-01 2.402753103700643322e-01 2.125331123029841618e-02 -4.024956677115135717e-01
8.621871644960429903e-02 8.167893004580463190e-01 2.157348368486862178e-01 2.284032377159046778e-02 -4.099438466333918951e-01
1.038489815439992137e-01 9.253823773007295861e-01 2.164850987102877600e-01 2.272889017687833302e-02 -3.986784825814577715e-01
1.042296379639079951e-01 8.790585865661671994e-01 2.457637741243734464e-01 2.119560606883325732e-02 -4.129701162095232858e-01
9.441070994369041292e-02 1.030213282871321301e+00 2.621025627733160057e-01 2.034678840361276927e-02 -4.154176844429053883e-01
1.021029595135625190e-01 8.438590914229259221e-01 2.146125864148393791e-01 2.290176494479017819e-02 -3.809477214929348765e-01
1.033749633184563033e-01 9.017888225856296458e-01 2.743877262851666110e-01 1.986953163583448506e-02 -4.341440161415777155e-01
8.539399321563195810e-02 8.952704436320890746e-01 2.783057073463326425e-01 1.944986030538129948e-02 -4.314341922807209961e-01
9.926929115926456937e-02 9.143610293589293780e-01 1.708245322784378573e-01 2.550723594102996192e-02 -3.538487474004350375e-01
1.043061651232773390e-01 9.443915524302026743e-01 2.163834546003782222e-01 2.229221665015479470e-02 -3.953038702046146602e-01
9.028136606016042010e-02 8.776587894965641734e-01 2.614541191944954601e-01 2.053695845617947713e-02 -4.347702096106745850e-01
1.056212716948196212e-01 1.071048236509335894e+00 2.153721395531655869e-01 2.221981254640402123e-02 -3.608266606490553308e-01
9.853945068227333570e-02 8.551506843798228896e-01 1.946586301125003970e-01 2.370578716480797182e-02 -3.586147289741036248e-01
1.085180765199030561e-01 1.028829761250471764e+00 2.782948736952266522e-01 1.974450772544930621e-02 -4.413136952752116926e-01
1.022169098642890378e-01 1.060378553052558903e+00 2.280472749595214843e-01 2.247349105664807681e-02 -4.006779898140698792e-01
1.151625594614282683e-01 7.745464055516224633e-01 1.674469556622599775e-01 2.601913574052939701e-02 -3.403120098805422211e-01
1.079429547060379579e-01 1.064830643938273091e+00 2.566087163492769552e-01 2.092877569378295832e-02 -4.244649124497350545e-01
1.042139968501207964e-01 8.711360455543091241e-01 2.044455019212998437e-01 2.289055398610250272e-02 -3.707302897822984944e-01
1.078778803865666908e-01 9.399205187012036333e-01 2.034870284655578843e-01 2.296064473547013846e-02 -3.812703113280950795e-01
1.089504095522576821e-01 8.556374690203795152e-01 1.664632753120547370e-01 2.555174779584804337e-02 -3.354003350331754563e-01
1.112739954319956759e-01 9.489843403105091557e-01 2.161341174587283476e-01 2.254237163336375582e-02 -3.924126328870028990e-01
1.082638974806701682e-01 1.000057341826430468e+00 2.506796259430510432e-01 2.090293593039956391e-02 -4.097848101271409638e-01
9.441556638732002960e-02 1.013862007470563986e+00 2.050301878330400562e-01 2.310703420835265309e-02 -3.800128311173398554e-01
9.936571939528363040e-02 9.711879675007896173e-01 2.145105111821736799e-01 2.270480641796839005e-02 -3.894903490278149860e-01
1.084093604325576249e-01 8.667055751061916169e-01 2.227231138881073935e-01 2.239003504186965962e-02 -3.764657796571143633e-01
1.070837884493369557e-01 8.517827259830430542e-01 1.635250323673282935e-01 2.570947620621954338e-02 -3.367238769907201501e-01
1.155685976113019764e-01 8.620365843701817132e-01 1.958559172643901114e-01 2.356810366959799855e-02 -3.879599386384201543e-01
1.026023529454650890e-01 9.208012979917592489e-01 2.072852155055504575e-01 2.284774368279378701e-02 -3.680246445886614648e-01
1.093380616911646536e-01 8.833843631136342189e-01 1.756104448738651236e-01 2.440677567457509578e-02 -3.294460524698185067e-01
9.469144548459511312e-02 9.627816130995130450e-01 2.410275704410413944e-01 2.163005667264813331e-02 -4.152870130287535932e-01
1.141914241685207942e-01 9.033640502085222845e-01 2.605078265109947999e-01 1.999749562157665875e-02 -4.152644311430400137e-01
1.232070421199789184e-01 7.893567224827797713e-01 2.527236946613036217e-01 2.116332616665490135e-02 -4.286567528863648446e-01
9.227970326174453342e-02 9.575675006112265297e-01 2.459669794435097590e-01 2.101730640755871196e-02 -4.097639504088457230e-01
1.020553058684842973e-01 9.710935578608361762e-01 2.472969827325717240e-01 2.089522671948829818e-02 -4.084648838950314387e-01
1.064149481665990632e-01 9.426374443867525654e-01 2.507122525642133670e-01 2.095980893309389720e-02 -4.004710267547602065e-01
1.005006535991164185e-01 9.097463006343241565e-01 2.473094490647120836e-01 2.171580406000822236e-02 -4.099897262465187486e-01
1.074776073005115351e-01 9.675816987396814728e-01 2.138399406330366848e-01 2.274252275441388665e-02 -3.863842107759016820e-01
9.708240140755802772e-02 1.016158802654999915e+00 1.883318088157197590e-01 2.411209292347461092e-02 -3.706218650678992921e-01
1.097805876975373324e-01 8.700573292037306894e-01 1.911644637891609655e-01 2.416353598037691841e-02 -3.627947703274859714e-01
9.852543252583999267e-02 8.946642934914855738e-01 2.545217542501487795e-01 2.099261905218678323e-02 -4.469410014020258615e-01
1.062700119137914012e-01 9.376016437006730042e-01 2.652781111219431054e-01 2.020852956756501520e-02 -4.119313602792233908e-01
1.271635519642116130e-01 8.645146902853486637e-01 2.912050018283605102e-01 1.914960325750151432e-02 -4.253655782275486130e-01
9.177357220722051623e-02 9.866727175765759306e-01 2.131625223441218075e-01 2.240319534767466064e-02 -3.529255382639447935e-01
1.107067191501807935e-01 9.478598163489388995e-01 2.015782798350791438e-01 2.287852690094591829e-02 -3.360285567673990670e-01
1.100425879693777836e-01 8.460875582602711553e-01 1.743114947272481619e-01 2.545492399092614405e-02 -3.435977073448195362e-01
8.675638259484243220e-02 9.320444922830661838e-01 2.120869550439634654e-01 2.299587242119343830e-02 -3.902608511444303208e-01
9.658773914934420945e-02 9.319619382352721804e-01 1.934192486103685216e-01 2.405340503113682221e-02 -3.651105646723603604e-01
1.055284297395179122e-01 8.184412630569126712e-01 1.973706576122062906e-01 2.375823391909443610e-02 -3.581367478177633901e-01
9.942822355557988379e-02 1.138672938223365128e+00 2.372643815519455135e-01 2.176674808886707932e-02 -4.292352863193297230e-01
9.684014960060201294e-02 1.006194496314774423e+00 1.912799754750491577e-01 2.374507592402850392e-02 -3.601784911979977188e-01
8.756205521595458730e-02 1.193602166722961266e+00 1.929584917372093589e-01 2.318302574940741059e-02 -3.305758990782101669e-01
9.625981446323855772e-02 8.516788213088400950e-01 2.131421700457847290e-01 2.232167382281313728e-02 -3.676935199622817230e-01
1.160713472534175422e-01 7.519534712451257930e-01 2.494708801720391111e-01 2.137567866029409930e-02 -4.020668950381738327e-01
8.764227263097956744e-02 9.206572108707939961e-01 2.213837273786505300e-01 2.193683481275246830e-02 -3.932797901455832301e-01
1.182110753044890161e-01 9.178697588575245314e-01 2.401931477262708725e-01 2.148551893946258617e-02 -4.130719381948797508e-01
1.146460489425894375e-01 8.350851038186619668e-01 1.928522687797418200e-01 2.438709846554988278e-02 -3.649569705611422910e-01
1.053696252608187778e-01 9.664691509777745271e-01 2.451609862282178032e-01 2.096317327856626542e-02 -4.109174879012977843e-01
9.046984625755100096e-02 8.505025735477935722e-01 1.971635165836291836e-01 2.384053648674672177e-02 -3.800258796685060947e-01
1.040737189002887558e-01 7.643527830201408690e-01 2.338155700667206016e-01 2.201532885494016448e-02 -4.056330675898341953e-01
1.069950869458936027e-01 9.849391998263384851e-01 1.835509000080652875e-01 2.531378680952584004e-02 -3.838398817072498082e-01
1.120467325096741323e-01 9.714331982805157750e-01 2.108146364415039997e-01 2.247501335109302820e-02 -3.396068963869424140e-01
9.334134735698704222e-02 9.269283704437836224e-01 2.049174622442635485e-01 2.354800304204320363e-02 -3.922945560528673381e-01
9.220714818423275672e-02 9.384550343219391078e-01 2.746079123065761074e-01 2.012035237250899347e-02 -4.395560343476215825e-01
1.079429547060379579e-01 1.064830643938273091e+00 2.566087163492769552e-01 2.092877569378295832e-02 -4.244649124497350545e-01
9.956166197870604251e-02 8.842917946825589182e-01 1.643304644812433324e-01 2.595019394913862520e-02 -3.500182514890702867e-01
1.038762482606114396e-01 9.255508344521337083e-01 2.309088843645910050e-01 2.252228214710616169e-02 -4.175948378387253079e-01
1.047884319893166438e-01 9.742750187267090745e-01 2.187701875987233535e-01 2.204291450996346408e-02 -3.587308864669054298e-01
1.164487964630940703e-01 8.800469219565154599e-01 1.554265827133609612e-01 2.710730511719496028e-02 -3.586109779695205724e-01
9.474188546849030002e-02 8.047758745035880068e-01 2.068239910579099394e-01 2.365949202840843951e-02 -3.888488795554098099e-01
1.029480109542202787e-01 9.601097263216882283e-01 2.304005977876100175e-01 2.193506609215870387e-02 -3.990512197633453439e-01
1.071115267298670681e-01 8.674793136231564450e-01 2.207453598092536939e-01 2.232531738112453895e-02 -3.693949123155649827e-01
1.086566503880714157e-01 9.223483888147576693e-01 1.823710284141122351e-01 2.459844777100070323e-02 -3.469212569738507890e-01
1.013517886205211882e-01 9.167074372437575835e-01 2.030295404516790914e-01 2.368300322767764518e-02 -3.650620561073448789e-01
1.137404882212558477e-01 8.964091482487395179e-01 2.030056901616557052e-01 2.293202131155106654e-02 -3.435515636252580718e-01
8.785363412621230439e-02 9.077153938838357083e-01 2.137994566820091702e-01 2.315445998094287083e-02 -4.208760141798361110e-01
1.080546946012105602e-01 9.455051385121813201e-01 2.006860404465542480e-01 2.385211013631877847e-02 -3.815549564282518791e-01
1.141914241685207942e-01 9.033640502085222845e-01 2.605078265109947999e-01 1.999749562157665875e-02 -4.152644311430400137e-01
1.037775452822200795e-01 8.978863556018981118e-01 2.194316163317846513e-01 2.242722208593386779e-02 -3.769084056631873958e-01
9.886759937945951981e-02 1.109274972234000067e+00 1.941982451147117317e-01 2.364596121626492270e-02 -3.738167542857124825e-01
1.116849645745447706e-01 1.001818743942029410e+00 2.029740616717148338e-01 2.343443044471718931e-02 -4.058980526617945728e-01
1.085202738259863631e-01 8.258528751919204103e-01 1.907586551219577764e-01 2.438163033605683302e-02 -3.723053122482913313e-01
1.111721668095616428e-01 9.369740527354490922e-01 2.564614765742412317e-01 2.008082959556092492e-02 -4.242144623799575243e-01
9.238983862451424778e-02 9.258743697145495055e-01 2.006199434016613381e-01 2.352165727860210109e-02 -3.730837210763806588e-01
1.052416569554473907e-01 8.221893334118218766e-01 2.044264099174126770e-01 2.376270752404945757e-02 -4.009838668224945391e-01
9.530603823659872242e-02 9.941312423384619512e-01 1.885578935315816995e-01 2.402495630766793983e-02 -3.656970908977293933e-01
9.878430320279099619e-02 8.653942173141608851e-01 2.139243311038969697e-01 2.209332914362705305e-02 -3.662329438810109083e-01
1.046966865527374779e-01 1.048100966926350353e+00 1.955128949116564652e-01 2.353909243582008592e-02 -3.523256590846286507e-01
1.042706394007130721e-01 1.031972417829124300e+00 1.988703224342087683e-01 2.319735555271346117e-02 -3.798480907406273088e-01
9.852214205246223599e-02 9.627544364293793011e-01 2.464288680810053922e-01 2.148645686338282110e-02 -4.160492799507896633e-01
9.303530684775125625e-02 1.119426379437193475e+00 1.684146230057628202e-01 2.557040727487251697e-02 -3.488597744561608982e-01
1.089586808249096150e-01 8.671002217572526538e-01 2.101412384785397158e-01 2.294913513301900798e-02 -3.619171674324611621e-01
9.027780838619976767e-02 1.131182513019623137e+00 2.693844608328155310e-01 1.999244428039200633e-02 -4.422416082370523860e-01
1.220287715509572740e-01 8.316734342635822008e-01 2.065418027207375218e-01 2.294987979587498686e-02 -3.600008827001656142e-01
9.558747501298339722e-02 9.661891408279187354e-01 2.295224827323225636e-01 2.224790647585250455e-02 -3.984909308506415782e-01
1.004507279834274680e-01 8.934511731080985175e-01 2.187694350622004791e-01 2.223083100368737977e-02 -3.801940384909948678e-01
1.013102713204836608e-01 9.843184233768603741e-01 1.754871605654741984e-01 2.404285412690929102e-02 -3.240025950354469275e-01
1.002194488792498006e-01 8.008413535734075772e-01 2.620464186619637648e-01 2.021791759624977716e-02 -4.264254374167477657e-01
1.052316863409002573e-01 9.620737324664229151e-01 1.885827397254900006e-01 2.481878282894010163e-02 -3.622061000844923884e-01
1.055274806073894511e-01 8.494856282164510164e-01 1.565063671337050266e-01 2.590198558745606880e-02 -3.128097735721389050e-01
1.123771821908681051e-01 9.424023572704075535e-01 2.318629059097421230e-01 2.145088747533305251e-02 -3.862672619861156065e-01
1.011644715349281909e-01 1.045597700444615752e+00 2.018732457677778758e-01 2.377980690544920922e-02 -4.000887774533918861e-01
1.027450219155662120e-01 9.479392661574992385e-01 1.899940596989233565e-01 2.400973314905004499e-02 -3.557645418780752689e-01
9.433237906484670532e-02 7.838706342425140194e-01 1.825312124034756955e-01 2.499315313045936959e-02 -3.748723441537826773e-01
1.082073097461536126e-01 8.054000460501703484e-01 2.063097601608483433e-01 2.318838362207286882e-02 -3.866048269266282311e-01
