sigma l c d e
1.089792210389783494e-01 8.141245019369846014e-01 2.162269812898753862e-01 2.188734309717911553e-02 -3.753100171222524262e-01
9.136198709029484666e-02 1.037265578124648702e+00 1.863685487555351017e-01 2.441909656374869828e-02 -3.639024031784200419e-01
1.197102570400827570e-01 9.262077712930062434e-01 2.500571006595948553e-01 2.114747219472319292e-02 -4.122729683628155728e-01
1.021005508207452200e-01 8.593317841331624685e-01 2.310098465538745760e-01 2.149188347872838314e-02 -3.962796113554631905e-01
9.734814768214034020e-02 9.287411966941596653e-01 2.016321536365588418e-01 2.339752753859748041e-02 -3.869633735725848123e-01
1.140446847958591498e-01 8.527348168476056589e-01 2.159527124153011179e-01 2.297090920716296850e-02 -3.932111425240903957e-01
9.981660213633850032e-02 1.155349683057413479e+00 2.265765773768311231e-01 2.216624490934048647e-02 -4.031349292871104772e-01
8.873061835382836660e-02 9.309023934600267891e-01 2.365040723443405657e-01 2.131482384784432263e-02 -3.839592346163984704e-01
1.139802513847503612e-01 7.888193349027499135e-01 2.597684274918907743e-01 2.071500676521732809e-02 -4.312635575311084546e-01
9.772870800216071352e-02 8.273975479603729033e-01 2.393277243079292571e-01 2.178770430693248092e-02 -4.027631513515792516e-01
9.416138600039421214e-02 8.607376270165010279e-01 1.757686146459753740e-01 2.540572038695798965e-02 -3.673381342065584754e-01
9.675135564507700292e-02 9.609109325942953861e-01 1.808981414988128922e-01 2.512221371400174749e-02 -3.712418651187200380e-01
1.108770786211386028e-01 8.534988797506970482e-01 2.199716528851045627e-01 2.210374607353735379e-02 -3.684812926530770527e-01
1.188324313235333135e-01 9.044032772234245066e-01 1.615628582647168354e-01 2.590229165473877798e-02 -3.410697004561664691e-01
1.010805176416309931e-01 9.604717603843135887e-01 2.064519139160474470e-01 2.305136164829202014e-02 -3.682586760584415364e-01
9.219098809081011092e-02 9.167974482393510538e-01 2.052627157269077962e-01 2.357047971931068575e-02 -3.826673157584244978e-01
8.682181692240070747e-02 9.553166334950691230e-01 2.178671803595002565e-01 2.294422301371274592e-02 -3.927946690567796217e-01
9.995435024871594798e-02 8.335311192449185169e-01 1.750732005852646544e-01 2.524311806379057194e-02 -3.546539709136251606e-01
9.880757187222249938e-02 1.000021202623615268e+00 1.957469064569286044e-01 2.354784885704923336e-02 -3.650063211657991191e-01
1.054498054071920654e-01 9.177996615691026427e-01 2.467220991083869386e-01 2.164386231120888487e-02 -4.227118472841113750e-01
9.552937891809859527e-02 1.092803112326479864e+00 2.815837139396248912e-01 1.974448133215928741e-02 -4.587630013740358059e-01
9.943457102362990296e-02 8.953553920397160359e-01 1.797271062694842936e-01 2.480967511086008478e-02 -3.659974589604045869e-01
9.535196391805983440e-02 1.105876444806997316e+00 2.343493795321995865e-01 2.187495304780375308e-02 -4.031132262381964537e-01
1.135443115544647191e-01 1.023241797820912957e+00 2.581470766984033105e-01 2.087101371757946883e-02 -4.129419994013900919e-01
1.125691285446798612e-01 8.127224816948555031e-01 1.939338994421484497e-01 2.421545993318864956e-02 -3.912156173909253631e-01
1.182339251763366295e-01 8.190407025460191281e-01 3.032691114566961055e-01 1.844980653640664395e-02 -4.544343358465980920e-01
1.020714820475954188e-01 1.044275395438626353e+00 2.668452572415060953e-01 2.107200451495476468e-02 -4.641483152317351646e-01
1.011652291601076031e-01 1.218563365012863331e+00 1.827369015358664139e-01 2.458944713525790596e-02 -3.518668631697952076e-01
9.618791733560230761e-02 9.930886229206405957e-01 2.474100475607929894e-01 2.068740059928141778e-02 -4.057816557533536761e-01
1.013014495412108001e-01 8.261325877251723959e-01 2.272620234686142382e-01 2.182340428456755119e-02 -3.991867217928226630e-01
9.292581490277712630e-02 7.625149096359788992e-01 1.683723507762810989e-01 2.585932324396238852e-02 -3.467230382782525711e-01
1.068830847349473145e-01 9.374798923201493883e-01 2.556964623155708605e-01 2.047657313209044760e-02 -4.032812847139887191e-01
9.609098172623166401e-02 8.673108246598747462e-01 2.724336043923092365e-01 2.024134296271544106e-02 -4.320541843932756976e-01
1.012736329932051871e-01 1.125261814486349099e+00 2.394719202690842597e-01 2.161418530001325833e-02 -3.945988290523988473e-01
9.963474506771136108e-02 8.804341155049624223e-01 2.481081113831988816e-01 2.103960275676161618e-02 -4.110066359460429197e-01
9.298052438365131400e-02 8.468247464341088770e-01 2.037603712555873248e-01 2.302928143951223777e-02 -3.502851212407018799e-01
1.115940367001974215e-01 8.959707208654282828e-01 2.046361899108695148e-01 2.285009718632750875e-02 -3.619045767573145778e-01
1.131408862830588641e-01 9.215614466933957916e-01 1.946446475591370184e-01 2.408398911482106247e-02 -3.972164117336737243e-01
9.655275696458416601e-02 9.192903959074820719e-01 2.430122979654800730e-01 2.135267388388784743e-02 -4.271560953306126063e-01
1.044902923470271000e-01 7.810164918410800183e-01 2.273525518315739902e-01 2.161125989616496240e-02 -4.070250101511465601e-01
1.044812542057409616e-01 8.656562496175568278e-01 2.374703908613227110e-01 2.183156873127584802e-02 -4.155660329908681394e-01
8.865958038398602525e-02 8.819640599953468829e-01 1.868227628083707348e-01 2.397542969665149293e-02 -3.610192286636513259e-01
1.047817223082614518e-01 1.093002399602097441e+00 2.412976095084136130e-01 2.181377657301576331e-02 -4.148633771592711295e-01
1.174651995049444952e-01 9.504618482444466832e-01 2.418940837116965170e-01 2.097213246190061942e-02 -3.714982887946225443e-01
1.014836079363547611e-01 8.709427213916275390e-01 2.276117476675316720e-01 2.204998539622714596e-02 -3.973637361343778096e-01
1.037882004388240298e-01 1.042370867119559730e+00 1.523653883430309275e-01 2.634231973770292598e-02 -3.254873968365723513e-01
9.932256385340917926e-02 9.556821255529392989e-01 2.669708271592330373e-01 2.017646512607248338e-02 -4.512721021109189490e-01
1.046687276572925568e-01 8.330597632248687434e-01 2.002505978782784801e-01 2.285986159192975042e-02 -3.807482246595104147e-01
9.736996445789576626e-02 8.665573205028951342e-01 2.671161823625833875e-01 2.068662392667186198e-02 -4.197488499128906314e-01
9.379120965904300111e-02 1.001753177669875372e+00 1.901437626158721805e-01 2.400490394471286801e-02 -3.522714863431455345e-01
1.190628523102526121e-01 7.904308603800780375e-01 2.059852814707434643e-01 2.240510648160970453e-02 -3.242422834918256003e-01
9.700097768363293016e-02 8.548925805112201903e-01 2.149425418814758793e-01 2.255665659600892409e-02 -3.900767534191318386e-01
1.104304312487278533e-01 9.847317499330441315e-01 1.987348293917052811e-01 2.327042711823008869e-02 -3.691039086641811906e-01
1.089714457988726487e-01 8.514844528251480638e-01 1.995687106507049169e-01 2.296256566143056732e-02 -3.743916682122497841e-01
1.056800749945982082e-01 8.438114819057057625e-01 2.133728978031212975e-01 2.306985335970512113e-02 -4.321796518091373107e-01
1.109926445042629800e-01 9.663878611369944860e-01 1.906183298548549399e-01 2.462413532683460637e-02 -3.584091572741798792e-01
1.225070450019945523e-01 8.292839247083771959e-01 2.452833334869144455e-01 2.092831877755872011e-02 -3.954644895620821332e-01
1.005723328912279391e-01 9.279956077458095809e-01 2.559247269254634194e-01 2.099972794423134170e-02 -4.299324540975640874e-01
1.010911012727568198e-01 9.431224358685097453e-01 2.558446212668141762e-01 2.082020282489312549e-02 -4.340088084477713437e-01
1.002004080720621942e-01 8.913588679687750593e-01 1.738449918721047815e-01 2.521672365033294019e-02 -3.416976445942373486e-01
1.025675903335589306e-01 1.036818630620647275e+00 2.447474847258843678e-01 2.148938787770840117e-02 -4.353279393586548807e-01
1.002404414843845182e-01 9.456232933982050559e-01 2.447633189045663737e-01 2.096297213094321793e-02 -4.083637356082068237e-01
1.097811194896048531e-01 8.256275085190546426e-01 1.768109270894082652e-01 2.559537041425521964e-02 -3.466341876135985434e-01
1.027395529330012575e-01 1.106444846569535123e+00 2.190642967152094389e-01 2.223052900060406775e-02 -3.866030843394776539e-01
8.451938537528840001e-02 1.018333589474404555e+00 2.076878057733153593e-01 2.316529712899325494e-02 -3.847726231986535739e-01
1.034600299751198410e-01 9.432177661740632768e-01 2.328785105566195668e-01 2.180909942254854669e-02 -3.901183106994532412e-01
1.120681989125308781e-01 8.099638600552083734e-01 1.852984375157600283e-01 2.420889057604345626e-02 -3.401147912137653107e-01
1.110459738447953926e-01 1.034062665764388100e+00 1.612074535262280062e-01 2.531394861147748948e-02 -3.166794620110127134e-01
1.050808399103312779e-01 9.682263585414159213e-01 2.547250701925320993e-01 2.125793533375494593e-02 -4.129917698166891693e-01
9.986332153612530182e-02 8.657410710603558046e-01 2.704669194887714401e-01 2.087789652699609602e-02 -4.449329843438579735e-01
1.120467325096741323e-01 9.714331982805157750e-01 2.108146364415039997e-01 2.247501335109302820e-02 -3.396068963869424140e-01
9.545633382345694584e-02 9.529532559017008797e-01 2.182910074047881288e-01 2.255918637170709409e-02 -4.060064070748601317e-01
1.054973343167463357e-01 8.215579430460850929e-01 1.996485525670497196e-01 2.354844055790191251e-02 -3.611783990573453895e-01
1.010232270138758381e-01 9.970416975024943840e-01 1.844482926809696277e-01 2.478938685419631097e-02 -3.675940441420736393e-01
8.586919518320187961e-02 1.086695155980013094e+00 2.161420306195829255e-01 2.219956314095724442e-02 -3.720407562416496727e-01
1.052051331777730525e-01 8.840891931944115933e-01 2.288663613864225788e-01 2.173753516061548846e-02 -3.960017222085457922e-01
1.013713972302463517e-01 8.263916911390558617e-01 2.195381321920899520e-01 2.234961912984987503e-02 -3.749555376780893123e-01
1.029620642024594301e-01 9.311634124717927952e-01 2.377152349293953915e-01 2.170829425347098329e-02 -4.072595340348527104e-01
1.115438067234010566e-01 8.046152280234251108e-01 1.713333549158646552e-01 2.547469493717246375e-02 -3.518349145207543271e-01
8.933247134371939679e-02 9.302307610561910689e-01 1.829654058177301312e-01 2.385639481054779854e-02 -3.485007377440175746e-01
1.036336799427168831e-01 8.311112847513988378e-01 2.291025961280315215e-01 2.191785707985021564e-02 -3.871473656223641813e-01
9.732184078902857138e-02 1.039644085093361481e+00 1.945348126526738053e-01 2.371072192846625237e-02 -3.515141133964517772e-01
1.047732366201381132e-01 9.129945739368749980e-01 2.402455190422148057e-01 2.160924233637493558e-02 -4.083067160691796760e-01
9.686287319726107070e-02 9.320447990299606245e-01 1.582513489225840786e-01 2.623672247781565214e-02 -3.349183357862678401e-01
1.083995752983130528e-01 9.978333074935542557e-01 2.190733437160654606e-01 2.306683253401290573e-02 -3.904290964293484212e-01
1.072036702381743700e-01 9.936448054875921532e-01 1.807282603387114772e-01 2.436002564531974945e-02 -3.609355910869559425e-01
1.083564915084174740e-01 7.789542182036934825e-01 1.712858634205181030e-01 2.486340344221559667e-02 -3.347552792738210936e-01
1.047501120868200020e-01 7.983220781412327938e-01 2.630445470149076481e-01 2.064605779340849406e-02 -4.292184950872832694e-01
1.143714273740087939e-01 8.029787961148531217e-01 2.268594770946716910e-01 2.191648643078640199e-02 -4.007459679333290614e-01
1.023279409546669905e-01 9.818505188832458153e-01 2.351437271325329537e-01 2.139398135494822648e-02 -3.860863888229003615e-01
1.043770637157797748e-01 8.254807760671214467e-01 1.627568906312801822e-01 2.570916277049978618e-02 -3.554934306066593885e-01
9.706109728207679144e-02 8.821297907074143740e-01 2.600866778511843336e-01 2.097755400944514848e-02 -4.278621337528255575e-01
9.982371707568518659e-02 1.060534697369629242e+00 1.945456042941524633e-01 2.362059935897860632e-02 -3.595100024013916373e-01
1.092108491841540380e-01 9.315239795197800543e-01 2.454914394898704000e-01 2.093195139223948467e-02 -3.928436531176410229e-01
1.301228063145906388e-01 8.149896414181974080e-01 2.832769498211586967e-01 1.903837359248749389e-02 -4.266355785307488491e-01
1.013470381606679516e-01 8.982374123589843551e-01 1.853358791189636534e-01 2.452426495377317550e-02 -3.766573654516015557e-01
1.180290660229787181e-01 8.257724434105107036e-01 1.656989319052686316e-01 2.627214068760765422e-02 -3.683782102015238369e-01
9.405479788983672762e-02 9.389505013598078431e-01 1.879791649354067840e-01 2.421850566130109850e-02 -3.587763810432310629e-01
1.183190203681575847e-01 8.037829927042983158e-01 2.636129151688519912e-01 2.032307747109338147e-02 -4.328176856907647307e-01
1.023279409546669905e-01 9.818505188832458153e-01 2.351437271325329537e-01 2.139398135494822648e-02 -3.860863888229003615e-01
1.023253424258051686e-01 9.418718498420507457e-01 2.203079008457367038e-01 2.245224983778051908e-02 -3.877104485645571641e-01
1.101122100516820357e-01 7.940000778405914561e-01 1.980584807319609730e-01 2.353069326650840745e-02 -3.878370103866304319e-01
8.783830815081208887e-02 9.397793493451460645e-01 2.316468290426469956e-01 2.188725278981902209e-02 -3.948586280917562030e-01
1.072348318290603369e-01 8.918167907687822860e-01 2.057176836346021886e-01 2.210386572660434645e-02 -3.513648168656376969e-01
8.520255226632650336e-02 8.923116160241353345e-01 2.237050193296417078e-01 2.237880953452046559e-02 -3.978705474672130649e-01
1.063827373182546082e-01 1.010601446209473897e+00 2.237197608020546902e-01 2.284357221850696548e-02 -4.130101475185038451e-01
1.094174807610669292e-01 9.956770740369884631e-01 1.854758463656300815e-01 2.393088403348608145e-02 -3.294669207151006418e-01
1.082065695671122069e-01 8.897595202482356802e-01 2.054842870079987005e-01 2.279321533865880448e-02 -3.530715450282266854e-01
1.040449970463295376e-01 8.906133793873158844e-01 2.256813158222767957e-01 2.201752490370001772e-02 -4.246301939653168711e-01
1.190080728003459487e-01 1.118000585892312326e+00 1.696658852242662885e-01 2.540788775496815796e-02 -3.461479306929323707e-01
9.641179805520495860e-02 9.403109044530805205e-01 2.124151158347851176e-01 2.270295342559099094e-02 -3.804833769246784847e-01
1.142305009133584986e-01 9.877418912049612532e-01 1.618176283591981068e-01 2.590184774542977908e-02 -3.388194181435795205e-01
1.042740685412457680e-01 9.667419162191133175e-01 2.204271959864128050e-01 2.220211825727692531e-02 -3.766382659187899051e-01
1.073547853031320276e-01 8.265392569408980261e-01 2.248308413587625232e-01 2.176892641833472544e-02 -4.099123794404007093e-01
1.034608923516067425e-01 8.726131360997904096e-01 2.816628845921558266e-01 2.007184402341471996e-02 -4.517253568337117331e-01
1.070318543674305123e-01 8.411973447973863927e-01 2.000861859006664023e-01 2.358784720832748580e-02 -3.796611278571077053e-01
1.101945419410001598e-01 9.172795671768900760e-01 2.040668044074152032e-01 2.329200967947737955e-02 -3.808824932874596003e-01
1.134590384798118690e-01 8.331189778093223142e-01 1.640908647594940817e-01 2.614884845389674542e-02 -3.493082881117214322e-01
1.024334602771048569e-01 8.545854828400877290e-01 1.622294595388404925e-01 2.569269483501249868e-02 -3.322478989549334516e-01
1.237628235342427691e-01 7.537798512378633964e-01 2.173361385054233264e-01 2.225898287724966534e-02 -3.775675306525902997e-01
9.670984822985624618e-02 1.150055490689115612e+00 1.880285958246437072e-01 2.409953635303559161e-02 -3.522853825316056842e-01
1.019427145957008951e-01 8.797054289909410629e-01 2.176146693936400478e-01 2.260040132352536535e-02 -3.924997923630342278e-01
1.098043831233578432e-01 9.820244439561369720e-01 2.250751801311585698e-01 2.295977061731216406e-02 -4.160625266621288398e-01
1.065855789999058389e-01 8.205852526950824233e-01 2.191878732266203667e-01 2.261051986774346295e-02 -3.919900426976682395e-01
1.049657888844627157e-01 8.605166763100636773e-01 2.476963348822018851e-01 2.098751690801154215e-02 -4.035318296901135859e-01
1.070898343789516982e-01 9.219280653420396376e-01 3.428942176009730503e-01 1.739578276475219759e-02 -4.981033665995241444e-01
1.101494864798761020e-01 8.620131132481072544e-01 1.652451520664557361e-01 2.571678713016567822e-02 -3.303935772778199276e-01
1.007308481064432409e-01 1.010749697662061797e+00 2.076902105848668079e-01 2.361472040478249448e-02 -3.883231633486574630e-01
1.058044319122540544e-01 9.432732437965990480e-01 2.278086382424699963e-01 2.278163121875951755e-02 -4.012804253037491886e-01
1.032256270099833201e-01 8.524913142799315224e-01 2.260064815454683185e-01 2.169123321493539661e-02 -3.772411599086481493e-01
8.909404001361365122e-02 8.977743851226300809e-01 2.461097153610385391e-01 2.125266466372714019e-02 -4.109800547914005397e-01
9.134844001138753278e-02 9.245791383928518847e-01 2.295309036977373207e-01 2.208201572071054677e-02 -4.041236841157118675e-01
1.125548566341379314e-01 9.168832946059279898e-01 2.274519695119818774e-01 2.184591052868010627e-02 -3.921807478004037950e-01
1.134324805307411477e-01 8.914796022370443662e-01 2.155664730327020440e-01 2.257602740373640046e-02 -3.896384408473791972e-01
1.043251326736262113e-01 1.238210674247505860e+00 2.761277132025568015e-01 2.008675385779920552e-02 -4.246179853797747983e-01
1.086566503880714157e-01 9.223483888147576693e-01 1.823710284141122351e-01 2.459844777100070323e-02 -3.469212569738507890e-01
1.055726446167159216e-01 9.616050736338327409e-01 2.304951001732225002e-01 2.177372227943344396e-02 -3.730131779783698587e-01
1.052645535054441972e-01 8.925441882576780062e-01 1.501983107464046618e-01 2.719767436922963799e-02 -3.414132976319643742e-01
1.135869878798398958e-01 1.066818929705643626e+00 1.840699733932982252e-01 2.402779128179108672e-02 -3.422637596463686815e-01
1.066548583586356541e-01 9.668346554351299194e-01 2.550484883669588143e-01 2.056567807814272883e-02 -4.362688378657757493e-01
1.203248491388478059e-01 8.213140694738624292e-01 1.765569693423552078e-01 2.444657811970483638e-02 -3.469994910109047703e-01
9.585070508454821003e-02 8.256303313369774965e-01 2.045061591537047363e-01 2.331817964526643888e-02 -3.915611108001690877e-01
9.032748179353193574e-02 9.345757133173772102e-01 2.075981930084367377e-01 2.292080351194757809e-02 -3.555016764566732990e-01
1.082289945028567651e-01 9.571138383551879292e-01 2.314423457450889288e-01 2.161684058654134502e-02 -4.047536365348192167e-01
9.294488964263877828e-02 1.108926068123498698e+00 2.500855477878640709e-01 2.059365152828210657e-02 -4.044382496869793897e-01
9.186798084670089182e-02 9.333500477447578270e-01 2.045875028362369452e-01 2.243526143225742578e-02 -3.616168425744928916e-01
1.011166822712288443e-01 9.381777679335254749e-01 2.275226752139769548e-01 2.237599154445383057e-02 -4.020916294731988749e-01
1.029421336206384485e-01 8.592415622348532622e-01 2.192005143571300607e-01 2.221043354975192619e-02 -3.625190805651449244e-01
1.045059666480343957e-01 7.674235451187974011e-01 2.309293314442140144e-01 2.156682287526936331e-02 -3.858710110591462294e-01
1.199513496149692965e-01 1.069006448471135240e+00 2.401768468670244516e-01 2.168145590351106336e-02 -4.075942680802466800e-01
9.702784401438510620e-02 9.425012634949008206e-01 1.854748966363362062e-01 2.428438286741870650e-02 -3.783265850329137203e-01
1.120889164225734452e-01 9.246577300690617118e-01 1.631149065408019627e-01 2.564459030035175224e-02 -3.419349828617004317e-01
1.240745311979432053e-01 9.768329103686890225e-01 2.413532266293194617e-01 2.142943808952199256e-02 -4.071551090674474516e-01
1.051771519626160667e-01 8.726450835141392748e-01 1.750214010863979652e-01 2.474947371761692869e-02 -3.335980931733780741e-01
1.145620093033665743e-01 8.890091435802128794e-01 2.015600225401261714e-01 2.303907105133852495e-02 -3.684864541418544359e-01
1.093014162641351844e-01 9.339932431538146007e-01 1.961092199963179183e-01 2.391570890284691608e-02 -3.748492022543747915e-01
9.131291183853403048e-02 9.448943508741931563e-01 2.147805552509405302e-01 2.294677473306718299e-02 -3.965028969667058201e-01
1.024937363738880475e-01 8.938526068550676218e-01 1.862905029928414447e-01 2.429546809154807877e-02 -3.685264350164921821e-01
9.360124551954050742e-02 9.333183828446005581e-01 2.395960024269239153e-01 2.104636813791457145e-02 -3.934689141614741148e-01
9.222350061398770782e-02 9.070011661201826669e-01 2.756623477388016052e-01 1.972543411962223228e-02 -4.257933998085341454e-01
1.057971502101594657e-01 9.912279325279342856e-01 2.252039933040270725e-01 2.162553765480275392e-02 -3.631368963462832111e-01
1.009787442670864316e-01 9.061844149180720009e-01 2.499801396136462905e-01 2.106696063351916337e-02 -4.112637462982898784e-01
1.231605555124102302e-01 8.625996732372954723e-01 2.481492293751348388e-01 2.059471611471619043e-02 -4.023699580964014144e-01
1.052005281431792894e-01 8.672463782613321071e-01 2.040731830055211304e-01 2.298351187018481470e-02 -3.648131539539596346e-01
1.081708678023706738e-01 8.455619955787354591e-01 2.237463001324400125e-01 2.172477311899115998e-02 -3.850275509360688853e-01
9.228943983350666735e-02 1.077997512404333280e+00 1.754299046618468250e-01 2.521264309208692822e-02 -3.549483341770892642e-01
1.017293550307160482e-01 9.127341795185383022e-01 2.101854062126100597e-01 2.359551988237162945e-02 -3.792591969595426882e-01
1.037536250077136235e-01 9.383222477252600724e-01 1.962143890940728497e-01 2.402990216766178952e-02 -3.834834067136263513e-01
9.972578478449985184e-02 9.652308127647647451e-01 2.336761661502855247e-01 2.184761722735614406e-02 -4.023392380488468589e-01
1.103200814619141601e-01 8.732715573081762939e-01 2.170106265579481164e-01 2.254221351126884862e-02 -3.845822377068034426e-01
1.073132624336075314e-01 9.763088256680638732e-01 2.073483855410163113e-01 2.366193416012809733e-02 -3.860538855699813254e-01
1.222257728710623159e-01 9.497635724656379175e-01 1.520897494648172366e-01 2.673146555892905174e-02 -3.276745485922326617e-01
1.041222550916066913e-01 9.523312429471196827e-01 2.497641907384480220e-01 2.105389039624596878e-02 -4.180362132080167603e-01
9.181022924318947565e-02 8.957035557303404394e-01 2.029524310485670835e-01 2.359369769840901146e-02 -3.834910495597749769e-01
9.920017180357701414e-02 9.459580403214294941e-01 1.842797394849129411e-01 2.453027005919257431e-02 -3.441500151314549338e-01
1.030204025286841768e-01 1.009904032013472674e+00 2.090505098374630943e-01 2.242098063768989055e-02 -3.520695763718150184e-01
9.292276487716820410e-02 1.050597854478877213e+00 2.091781349320875893e-01 2.292331718151871187e-02 -3.732777011081009899e-01
1.031065715837645030e-01 8.875967549447909555e-01 2.191191679559936212e-01 2.252836304655609495e-02 -3.927875551916775176e-01
1.177792847045491531e-01 9.694312135254579132e-01 2.662695548691589309e-01 1.958463747957033332e-02 -4.165985626676823594e-01
1.078905424614144681e-01 9.115390093649493597e-01 2.031972753123989506e-01 2.354629733720320361e-02 -3.849307504058553375e-01
1.188324313235333135e-01 9.044032772234245066e-01 1.615628582647168354e-01 2.590229165473877798e-02 -3.410697004561664691e-01
1.009064675135794981e-01 1.043804003933989977e+00 2.646254716438873889e-01 2.020052103799033216e-02 -4.356349787700214415e-01
1.072583147993114577e-01 9.728592933810416010e-01 2.632811432566168897e-01 2.051108233513659201e-02 -4.168201876786464810e-01
9.426307408711995239e-02 8.940695383607200064e-01 2.309328950664593094e-01 2.181466174225767801e-02 -3.957525498767604510e-01
9.992167402132198784e-02 8.694785275862481067e-01 2.345409244139240457e-01 2.179791500516766595e-02 -4.206319607281067130e-01
8.622283058902652231e-02 8.241297697683040990e-01 1.827725759892666613e-01 2.433926868125450491e-02 -3.515622415161268055e-01
9.577995901110900046e-02 9.516776809423781458e-01 2.308126653028617081e-01 2.144663081081799039e-02 -3.815974845474813248e-01
1.111477437431340892e-01 8.415760203656039717e-01 1.831560908249829644e-01 2.408846734650151034e-02 -3.598780607970282208e-01
9.292581490277712630e-02 7.625149096359788992e-01 1.683723507762810989e-01 2.585932324396238852e-02 -3.467230382782525711e-01
9.546628300358230013e-02 1.014170833715753117e+00 2.307756144387267394e-01 2.237182909477350434e-02 -4.282688137475023638e-01
1.016912274780663872e-01 1.001683922127124537e+00 2.339666728917488836e-01 2.187198543603301876e-02 -3.933374263889495293e-01
1.041955086567787070e-01 7.849198895680966626e-01 2.410056829634090736e-01 2.132623276083000022e-02 -3.850954141524359775e-01
9.701548145862015637e-02 1.128343431031068045e+00 2.282440592715209160e-01 2.188727824911642500e-02 -4.084771652393249797e-01
1.075036663092787809e-01 9.745304607516519502e-01 1.830527155575369935e-01 2.490113935594887376e-02 -3.422016649001715649e-01
9.746604775443021285e-02 9.189218319006888791e-01 2.019891673240594709e-01 2.346283168643097106e-02 -3.708287023295065987e-01
1.270866736968168098e-01 7.977840442615603544e-01 2.397222771501270611e-01 2.083085986327931627e-02 -4.206721451580403004e-01
9.046833233402024055e-02 9.087545451812512054e-01 1.625439141800240073e-01 2.615386154772893906e-02 -3.497279151897270122e-01
1.031545298458141496e-01 9.581421220942154537e-01 2.695003326717100300e-01 2.044251329128374262e-02 -4.234142725247228567e-01
1.005397431754555537e-01 8.105045806715592827e-01 1.589013678591744139e-01 2.610142113536241190e-02 -3.444194721269537851e-01
1.001235774114847127e-01 8.382197828947599572e-01 1.982196003442051602e-01 2.363484000681873379e-02 -3.883711640012976751e-01
1.032287746316501859e-01 8.009566258548656004e-01 2.124255714198488576e-01 2.330163026039553525e-02 -4.060580578042066735e-01
1.049495682415944875e-01 8.448696209263882873e-01 2.068569839401237509e-01 2.304514318011722032e-02 -3.847282626437854569e-01
1.023992334560273748e-01 1.041713304796687112e+00 2.121158241367926411e-01 2.245293217209539879e-02 -3.633113764046986827e-01
1.001686599435580860e-01 9.283882079146250632e-01 2.045869280331948925e-01 2.332194958816706867e-02 -3.653426680350220224e-01
1.053641074262743615e-01 1.039727223938343936e+00 2.324040618232687816e-01 2.124253732495202593e-02 -4.111228590136998262e-01
1.025898078889556642e-01 9.570287107294015438e-01 2.337223369497929415e-01 2.180084573270228004e-02 -4.142348236416454332e-01
9.926473676341700247e-02 8.275004108056229768e-01 2.729268848655657109e-01 2.008559091268012284e-02 -4.548452768272575053e-01
1.168897921661025963e-01 7.843501916115465100e-01 1.771487502117214952e-01 2.523420496385931147e-02 -3.629752403416565132e-01
1.040937839291822820e-01 8.958994433723405093e-01 2.550460287120970282e-01 2.103419898343106970e-02 -4.351431834092578388e-01
1.102706960135349940e-01 7.606733629075668190e-01 2.267803411779005796e-01 2.188356476932894201e-02 -3.973067728830599332e-01
9.988173061480037918e-02 8.102857854078759914e-01 1.728012127738396408e-01 2.559362690587745071e-02 -3.650290686395929463e-01
1.257865642629362180e-01 7.817431749070600233e-01 2.092809150116907713e-01 2.233762569175107987e-02 -3.496895213316519868e-01
1.072745404806892122e-01 9.164732794866221610e-01 1.846312334422950396e-01 2.445494715508347849e-02 -3.537694666525356135e-01
9.028136606016042010e-02 8.776587894965641734e-01 2.614541191944954601e-01 2.053695845617947713e-02 -4.347702096106745850e-01
1.123231040840973471e-01 8.848346779179194765e-01 2.107489423609751888e-01 2.256040123935004055e-02 -3.960132697087044296e-01
9.363691759305065032e-02 9.546365915221848297e-01 2.031091687111001853e-01 2.299771605750404110e-02 -3.734872690906326786e-01
1.292680192912946391e-01 8.325653657873789415e-01 2.594398933942505536e-01 2.004574567585187123e-02 -4.320213319911798688e-01
9.849264363566839764e-02 9.221471186307329537e-01 2.069077490523689722e-01 2.311068308973504570e-02 -3.681816275511073933e-01
9.133289953189284438e-02 1.046699094433794164e+00 2.347646259234223987e-01 2.176082303671165660e-02 -4.241264951281115136e-01
1.076341848431051768e-01 8.903027025319294463e-01 2.019940342233526032e-01 2.216708408300095690e-02 -3.360882487289643672e-01
9.383562558244459839e-02 9.805013354379048529e-01 2.068169340310082038e-01 2.300157462582189116e-02 -3.560070187093752336e-01
1.028996309225863465e-01 1.027403590727688165e+00 2.097186693011015013e-01 2.349381451637094775e-02 -4.111517950110499253e-01
9.063158191402718999e-02 9.608459536657614208e-01 1.840216633361078102e-01 2.433718044096296398e-02 -3.455410524098322389e-01
9.100790849327368426e-02 8.187893539963947420e-01 2.374575807782977055e-01 2.139788751964675703e-02 -4.060407176100129245e-01
1.079500820615331841e-01 8.532988224803244037e-01 2.493688418524870887e-01 2.076445101977787006e-02 -4.188271912671724939e-01
1.133561510311547060e-01 8.148813449434416656e-01 1.613253908854466179e-01 2.501038787745481912e-02 -2.765629749386153691e-01
1.030025296249837408e-01 1.008618405960608921e+00 1.823109714223170030e-01 2.419025702487999363e-02 -3.684375022469310590e-01
1.038506014259657773e-01 1.028711202725423490e+00 2.133639627734118527e-01 2.310269287738132837e-02 -3.917494769900137230e-01
1.003517595584147298e-01 8.669266401670561173e-01 2.472984758227765312e-01 2.083654562889098588e-02 -4.098872881863354634e-01
