c d e
2.231550754317550567e-01 2.237500059020093926e-02 -4.038636497050673846e-01
2.239759219431873838e-01 2.244720321412721140e-02 -4.024169696723685075e-01
2.256771250176452526e-01 2.227378615809283771e-02 -4.016527406536609668e-01
2.246008401374552932e-01 2.237625772923474907e-02 -4.104492691765994072e-01
2.292558626986156423e-01 2.223214275266751500e-02 -4.113163517631670540e-01
2.326050083824513504e-01 2.210826173844001458e-02 -4.234012483184700359e-01
2.373613577516409112e-01 2.187930903681434280e-02 -4.247482795830317404e-01
2.226268656075101049e-01 2.250858095901837191e-02 -4.027304649288336869e-01
2.183656274764929073e-01 2.248693591455904958e-02 -3.968609717776226953e-01
2.153879641268390266e-01 2.293601783441612252e-02 -3.973442040455428259e-01
2.290710291694615375e-01 2.212469301833674615e-02 -4.131433644806693506e-01
2.147110737233168809e-01 2.284183562238584556e-02 -3.972216901349585605e-01
2.114290529371101179e-01 2.296986657262871032e-02 -3.931229983159660879e-01
2.238801603500784054e-01 2.245903220991892629e-02 -4.099176240381326997e-01
2.104854972624736753e-01 2.310035950405048971e-02 -3.952651724587834536e-01
2.288388344964220611e-01 2.215914350178192771e-02 -4.118625970962142002e-01
2.350418705582113521e-01 2.192440837069214651e-02 -4.213795819255997666e-01
2.239509733767077737e-01 2.241844521330471282e-02 -4.062137126608874604e-01
2.210573990553192925e-01 2.247023128428187258e-02 -3.973274119050470565e-01
2.119062686474162405e-01 2.301364103128198182e-02 -3.973857321631669715e-01
2.192909050001206062e-01 2.265568919271778239e-02 -4.024511033484093891e-01
2.058494152846352954e-01 2.342118537529302991e-02 -3.911059751238030735e-01
2.361751737156594366e-01 2.189665202314216089e-02 -4.223036600602978474e-01
2.376333102384868834e-01 2.181393043589441305e-02 -4.217865301357043295e-01
2.269221558274598927e-01 2.215199444566849293e-02 -4.048314876211692726e-01
2.429319951240385134e-01 2.165357392464962658e-02 -4.325847788441590236e-01
2.310612034786980740e-01 2.215353070433248930e-02 -4.233425599688924734e-01
2.402339880851491749e-01 2.185898412400536991e-02 -4.315741129338154236e-01
2.373613577516409112e-01 2.187930903681434280e-02 -4.247482795830317404e-01
2.210622868931684248e-01 2.254509236503036279e-02 -3.971104784789970532e-01
2.064746996028978820e-01 2.315973055904342603e-02 -3.824373203110270625e-01
2.375689250502175387e-01 2.186773165241069974e-02 -4.153907512634513743e-01
2.208116182739061628e-01 2.257189529817593687e-02 -4.023062517844780972e-01
2.277624192729983399e-01 2.240655569319110335e-02 -4.235625965509454138e-01
2.060762515975000930e-01 2.325458949465787628e-02 -3.825419786020789470e-01
2.523206053922759651e-01 2.114381772366767318e-02 -4.378096363330153951e-01
2.187583435070266091e-01 2.266525997475376392e-02 -3.987759349642964191e-01
2.237111147668864319e-01 2.238591821532274345e-02 -4.116585903252308887e-01
2.483453037386413875e-01 2.136331859664250196e-02 -4.311585092928510443e-01
2.223802544293715933e-01 2.257267092653895621e-02 -4.103964497441627834e-01
2.373073867619024391e-01 2.171988604200252720e-02 -4.202447579405645950e-01
2.350298165303679188e-01 2.186158288391651036e-02 -4.171623596044303772e-01
2.196461115617167614e-01 2.264152648628228390e-02 -4.018093455610092235e-01
2.211647244111636379e-01 2.259162441099276178e-02 -4.040719455630829016e-01
2.149564846031715160e-01 2.284396749645119934e-02 -3.921822590456152113e-01
2.373760632762995648e-01 2.180160914017796950e-02 -4.192453581864198364e-01
2.166765583277832086e-01 2.277169148141693772e-02 -3.986765183542732016e-01
2.239863099571066662e-01 2.236645679640102483e-02 -4.095715695663415534e-01
2.455322348459196835e-01 2.150508867245959355e-02 -4.307509797271088514e-01
1.986937673464068688e-01 2.372018071613119297e-02 -3.748130536514142630e-01
2.181243836875224051e-01 2.256193753223298751e-02 -3.949324221665337920e-01
2.354466299757984604e-01 2.198945553740993750e-02 -4.222216847650260840e-01
2.297270465678509233e-01 2.212983943299173806e-02 -4.091304201570040711e-01
2.210151418294372672e-01 2.246082232444501087e-02 -3.974825537091479788e-01
2.459731804215594675e-01 2.135436566428777425e-02 -4.276615722282943732e-01
2.369460428776737348e-01 2.180486476672044774e-02 -4.212015476760035959e-01
2.383477863124510154e-01 2.179218558629469893e-02 -4.288137814451582486e-01
2.245235983968647542e-01 2.238434329988069071e-02 -3.997604502753387967e-01
2.351842178268750416e-01 2.197176693435178019e-02 -4.251934610738345999e-01
2.099139644634189228e-01 2.308657177773478994e-02 -3.918484120820411309e-01
2.458127970906329729e-01 2.141752934285859680e-02 -4.330201671411378905e-01
2.322022641167560408e-01 2.200517189609180885e-02 -4.147108813934700100e-01
2.398886502495582995e-01 2.173985728233921583e-02 -4.280683231090516294e-01
2.246018901318729277e-01 2.228772797019171886e-02 -4.067355398219836271e-01
2.104854972624736753e-01 2.310035950405048971e-02 -3.952651724587834536e-01
2.483528710424331987e-01 2.146510480343494232e-02 -4.438296810552269100e-01
2.149877586784820771e-01 2.289820131888406496e-02 -3.974120476140903246e-01
2.323547534647185664e-01 2.213841740608168615e-02 -4.187153768975790946e-01
2.454740323099888766e-01 2.152521798602144432e-02 -4.307485077808751450e-01
2.147545458682325048e-01 2.279881676541113331e-02 -3.902176761088197443e-01
2.136195231366007086e-01 2.284096351281705503e-02 -3.902008942896278976e-01
2.575313719102356735e-01 2.100514812943546014e-02 -4.520383845642157450e-01
2.185064037989803420e-01 2.279641281258270452e-02 -4.106176766945928147e-01
2.227338873769160177e-01 2.243009051892157213e-02 -4.038904622830260527e-01
2.186382601624012878e-01 2.255314530883325078e-02 -3.934528357393783926e-01
2.324436674923413548e-01 2.195120555106449059e-02 -4.070151055670809814e-01
2.293032054627608396e-01 2.218511284317007184e-02 -4.143108109130387851e-01
2.186172874039518099e-01 2.282429922134970521e-02 -4.072061562284201575e-01
2.213942282686456320e-01 2.267534541647421922e-02 -4.115674389030189451e-01
2.365470179939710427e-01 2.182379453742065017e-02 -4.242923826663402842e-01
2.295667205463907123e-01 2.205209666967586010e-02 -4.128288381047315880e-01
2.376929642876119964e-01 2.187719036140009857e-02 -4.320857100001638251e-01
2.135013896391546595e-01 2.296159658497595735e-02 -3.971266853208454961e-01
2.196528889305200405e-01 2.269952299698438022e-02 -4.017721091442476578e-01
2.352752941613402982e-01 2.194297198817530409e-02 -4.130912972643047132e-01
2.435613758918417915e-01 2.146035808724648317e-02 -4.290415720074202133e-01
2.280579567541038966e-01 2.230291899191022553e-02 -4.126200274377855859e-01
2.307068239610954308e-01 2.201990978106408911e-02 -4.124489699638853590e-01
2.308181555681469987e-01 2.217249886008964763e-02 -4.173225624783086785e-01
2.210791512120557911e-01 2.264379295516782270e-02 -4.110095229573382802e-01
2.294492354057049432e-01 2.216456360651578028e-02 -4.117170165303087881e-01
2.600777118291361933e-01 2.084016207882828306e-02 -4.417606857524165598e-01
2.147825047855997926e-01 2.288275724117399407e-02 -3.973355689277332514e-01
2.165200119038599436e-01 2.278455487390864537e-02 -4.052240450215850442e-01
2.298781519071066981e-01 2.209210239027900938e-02 -4.136863405151889328e-01
2.388607589631948080e-01 2.173948401151658619e-02 -4.269686857302381622e-01
2.212273942407452232e-01 2.246901426010254610e-02 -3.989426035815261118e-01
2.255658096172075133e-01 2.239231236249698137e-02 -4.115333173400926858e-01
2.151921003591930059e-01 2.288888754276575260e-02 -3.991723671552682706e-01
2.091970990478624337e-01 2.310244432556423852e-02 -3.878781574595383530e-01
2.067995519187899589e-01 2.320830426806212363e-02 -3.870664632842528707e-01
2.236871465144312232e-01 2.256014781144191628e-02 -4.140780327849516995e-01
2.323401655043044745e-01 2.202848568011238004e-02 -4.095154601846643372e-01
2.169613524105240554e-01 2.271878615181651545e-02 -3.960031768890774906e-01
2.539735155553699553e-01 2.114232993178207648e-02 -4.388548725029260966e-01
2.368137460629560209e-01 2.174863163318731946e-02 -4.153712331163182947e-01
2.363311517883035506e-01 2.191777300271988832e-02 -4.274288266026456951e-01
2.575526020729215215e-01 2.107980842843885233e-02 -4.450195940387347004e-01
2.251303761993521668e-01 2.247292520690098369e-02 -4.127784522018663749e-01
2.089571165669006358e-01 2.314197943845200042e-02 -3.887407747261718560e-01
2.302046812661229236e-01 2.222194701560704228e-02 -4.136950217075695546e-01
2.333069203290207838e-01 2.193576810518922671e-02 -4.127619538405575828e-01
2.259316673502707040e-01 2.241878167944530431e-02 -4.154903654549136904e-01
2.523437305401146080e-01 2.119953707434994034e-02 -4.407087979710141434e-01
2.304419224119449439e-01 2.216161649793984070e-02 -4.178713010979473452e-01
2.314337197247784417e-01 2.212195779236838730e-02 -4.118616735461710920e-01
2.212970060717676102e-01 2.267935693124470756e-02 -4.108762398015309847e-01
2.263565802933722448e-01 2.236430931734990565e-02 -4.078462661191109007e-01
2.184655884497510581e-01 2.261685417119842570e-02 -3.990576575795532488e-01
2.221656575569741499e-01 2.242474880039050517e-02 -4.010524627177987078e-01
2.217193865942148623e-01 2.238298921094781374e-02 -3.965617669050296445e-01
2.267100329343283427e-01 2.226535040535171373e-02 -4.057470799007568685e-01
2.319355587402875951e-01 2.213774560066436234e-02 -4.182593798437327370e-01
2.393491226185215925e-01 2.181862535971810721e-02 -4.266649129551416397e-01
2.180780971043911887e-01 2.255284367427268580e-02 -3.921362806511112797e-01
2.395031921305850187e-01 2.175595017800956502e-02 -4.306009622312336749e-01
2.167311542292744697e-01 2.284246258175929439e-02 -3.998786098209448081e-01
2.462526942015681453e-01 2.128289915610883168e-02 -4.244464917835193418e-01
2.219838145118451234e-01 2.259262709333645369e-02 -4.088465077510569090e-01
2.111563041624058279e-01 2.297072916880711288e-02 -3.886975381545449970e-01
2.403176383165313013e-01 2.157172498304855621e-02 -4.175296178897718313e-01
2.446930466001049354e-01 2.140011961655685288e-02 -4.254324820190225065e-01
2.174146389411899527e-01 2.259334144419400045e-02 -3.955357958883192193e-01
2.495062761018227437e-01 2.153329413504208312e-02 -4.474912251597588098e-01
2.310612034786980740e-01 2.215353070433248930e-02 -4.233425599688924734e-01
2.151560540314720882e-01 2.281496657504957296e-02 -3.932827014134533394e-01
2.442952835345939544e-01 2.153772533240550652e-02 -4.310730691587029151e-01
2.216759772153993335e-01 2.246667419051069994e-02 -4.006734993570749692e-01
2.366983315158659451e-01 2.181307609716268484e-02 -4.244914488761629690e-01
2.412512954218375416e-01 2.174936720116723426e-02 -4.331567374893945388e-01
2.148018729951419736e-01 2.299346005493295431e-02 -4.041187956138307946e-01
2.254056219923843418e-01 2.228787679476459602e-02 -4.029924192749512191e-01
2.590973441485719952e-01 2.078080177713793192e-02 -4.390287907199915685e-01
2.248427377938060356e-01 2.244236818432273142e-02 -4.099513649321319120e-01
2.249977832548399892e-01 2.227610226907611110e-02 -4.056209141319748746e-01
2.087282518440973789e-01 2.324794806190939866e-02 -3.962240085463866190e-01
2.381887223151233357e-01 2.164767460783601286e-02 -4.197323812764139905e-01
2.222740714096367309e-01 2.258637900031573026e-02 -4.066704078305747316e-01
2.109141106142802258e-01 2.314860309062492447e-02 -3.946185080984003779e-01
2.253042922290144912e-01 2.246317348925017110e-02 -4.161875368795815433e-01
2.199206644067441818e-01 2.259127459914241770e-02 -4.017786199638252453e-01
2.246278470917568715e-01 2.244913852804680462e-02 -4.110487656322278083e-01
2.247075594744041283e-01 2.232977314768080923e-02 -4.001779312323771043e-01
2.302720822956334512e-01 2.195836078501200300e-02 -4.078920769962316450e-01
2.280366054249025609e-01 2.209807846185224411e-02 -4.023865214521497036e-01
2.359329791443924851e-01 2.200340467707443889e-02 -4.207221424215423777e-01
2.276164229855912602e-01 2.218709817503377452e-02 -4.049545524123651097e-01
2.134867010754302186e-01 2.296447737236177733e-02 -3.919820516805296862e-01
2.175872335979267547e-01 2.278443622536272667e-02 -4.008093078793523167e-01
2.285614154525141828e-01 2.228314166120564169e-02 -4.105354587812626299e-01
2.096446531013249626e-01 2.307333286270556172e-02 -3.872119006344498793e-01
2.198273903246201755e-01 2.248411273356809570e-02 -3.920838669134754095e-01
2.224818032716797678e-01 2.258144893466592848e-02 -4.060323798958099806e-01
2.379665261087156036e-01 2.184287538850048990e-02 -4.235762959683798679e-01
2.301266271896769133e-01 2.216771797637626454e-02 -4.169046882137517063e-01
2.281978964520414710e-01 2.223347411097372633e-02 -4.080814528649496786e-01
2.288976683814945012e-01 2.234174875895980281e-02 -4.254922168171085817e-01
2.213058291614862227e-01 2.266881873044702261e-02 -4.141233300232920467e-01
2.435800582491893795e-01 2.154155974310358740e-02 -4.310600766665235728e-01
2.187199407363653592e-01 2.254597876127149847e-02 -3.917837005467615930e-01
2.466209442810747277e-01 2.141450468632353707e-02 -4.347946481495906790e-01
2.250104674771624680e-01 2.235167689870131910e-02 -4.155958374336650163e-01
2.194928892820025013e-01 2.266497019091629969e-02 -4.031617627404691095e-01
2.370852646988899082e-01 2.206594450423813442e-02 -4.344304935974978576e-01
2.457130039484463069e-01 2.161437445244251271e-02 -4.387334199132788548e-01
2.457896226787998906e-01 2.141887673114689986e-02 -4.333652957575535591e-01
2.369912915172811552e-01 2.192566506479892013e-02 -4.308803568238329662e-01
2.221808420605986267e-01 2.261626204243154595e-02 -4.086939487873770815e-01
2.169104889477415643e-01 2.271497708948732458e-02 -3.935472908047057405e-01
2.379469501873041626e-01 2.177342179702683456e-02 -4.197679057832417460e-01
2.405853191019577952e-01 2.168746281588600916e-02 -4.219889089960393580e-01
2.119351830054732044e-01 2.311780054184413291e-02 -3.948636971161969544e-01
2.396109269988846435e-01 2.177157192567533844e-02 -4.295591955818401919e-01
2.340238717336275975e-01 2.206493867343349569e-02 -4.135490880407473036e-01
2.130983924326388390e-01 2.288392694834539762e-02 -3.901916802387203065e-01
2.337055835565078343e-01 2.185714765954608133e-02 -4.153270576134939773e-01
2.239041030383830400e-01 2.260147114730883325e-02 -4.157280276313386480e-01
2.313587934799357093e-01 2.219551017288404898e-02 -4.275156765196328479e-01
2.542788357057272908e-01 2.104831514755499400e-02 -4.372660890337186634e-01
2.163358385612053070e-01 2.281211587238974464e-02 -4.038698244104954593e-01
2.288383218698626376e-01 2.229311645276926129e-02 -4.151700279048403663e-01
2.157504940411509864e-01 2.283492219044570143e-02 -4.017567817888301196e-01
2.103449080764048240e-01 2.310860974772004084e-02 -3.915201073784225771e-01
2.453435133507921861e-01 2.152229708202786987e-02 -4.367952847033499397e-01
2.183897503904816961e-01 2.275352890131084743e-02 -4.077447492196702994e-01
2.246269102435924925e-01 2.237406551378989805e-02 -4.102050726994976859e-01
2.316013438348898390e-01 2.202276745826741572e-02 -4.119239258700331252e-01
2.354660345660819498e-01 2.193420164725407365e-02 -4.206833060851127293e-01
2.327264270336870666e-01 2.208465920774396046e-02 -4.225868897176263683e-01
2.437496178704914307e-01 2.146289354818313455e-02 -4.273483455223423544e-01
2.331230633081091685e-01 2.205821183858650350e-02 -4.183300657830905100e-01
2.391529363148245935e-01 2.186938752237846395e-02 -4.382805273548922020e-01
2.235650666243442775e-01 2.264186367187898466e-02 -4.131009669806153806e-01
2.340132898384508220e-01 2.187509470151016711e-02 -4.158565081439826727e-01
2.434158794727223629e-01 2.149180206570117102e-02 -4.230930972732642736e-01
2.302379793414350839e-01 2.210822923320288416e-02 -4.123113077979821961e-01
2.266844626566089094e-01 2.242679348779140838e-02 -4.174069846006237539e-01
2.324250031812780115e-01 2.200454359690294515e-02 -4.155035070924758545e-01
2.325435206757484607e-01 2.204786538099537743e-02 -4.194537559071338517e-01
2.228471830511715712e-01 2.226764702792086853e-02 -3.980890445883394912e-01
2.234121991676174535e-01 2.240177932415354789e-02 -3.999152275988944183e-01
2.261995622979107168e-01 2.228120479956020861e-02 -4.095650309395452160e-01
2.387141248582482778e-01 2.176518890917783500e-02 -4.309672725826185768e-01
2.290812298739457464e-01 2.219647468164067522e-02 -4.151373024290818670e-01
2.150984482023570177e-01 2.278894291986847259e-02 -3.886305055540243414e-01
2.239391003413009340e-01 2.234765762401628650e-02 -3.967961990927690863e-01
2.448849685901890449e-01 2.142769672599730349e-02 -4.242456960125449150e-01
2.190605053461966989e-01 2.270110689376716659e-02 -4.046266123842402473e-01
2.307429482419680600e-01 2.208504489685030048e-02 -4.096199694718960505e-01
2.075733483845332294e-01 2.332524454374158146e-02 -3.927332165774821693e-01
2.329781999964870565e-01 2.197280217692699003e-02 -4.140134645915257705e-01
2.349535437526164561e-01 2.164113745818297199e-02 -4.038205832759698133e-01
2.391793871006877570e-01 2.170358227963193470e-02 -4.265501101465889455e-01
2.166182702778638447e-01 2.281570064062825309e-02 -4.034896261538052364e-01
2.311019949916701677e-01 2.200141126496018770e-02 -4.069423845119863881e-01
2.258520714999849854e-01 2.237441295815639081e-02 -4.145076293247417221e-01
2.390086215339026765e-01 2.200833440316437434e-02 -4.464162703188750969e-01
2.508741961577671820e-01 2.129867745065897738e-02 -4.406126312986446969e-01
2.036271795737887302e-01 2.342622884886332024e-02 -3.826783706937303409e-01
2.549931975409973628e-01 2.111877730402192399e-02 -4.501443267369212853e-01
2.292112741490230921e-01 2.214310760157289781e-02 -4.124596403342812856e-01
2.264628544916091890e-01 2.235861616318181658e-02 -4.183536283113143961e-01
2.487352141118204241e-01 2.130132329714998912e-02 -4.374952003546415114e-01
2.252468692939353367e-01 2.246413058912547986e-02 -4.119311469908991663e-01
2.311819679612665546e-01 2.210146007920479189e-02 -4.176550852533763569e-01
2.458973864215705518e-01 2.153107797652906857e-02 -4.346093242188887595e-01
2.377214877822160233e-01 2.196862267448415271e-02 -4.241738828577961140e-01
2.060762515975000930e-01 2.325458949465787628e-02 -3.825419786020789470e-01
2.154423159284377665e-01 2.270560143018459515e-02 -3.942941050408348413e-01
2.246030472679831913e-01 2.236295410013998397e-02 -4.070699346188428880e-01
2.237893874745464640e-01 2.248401055760540154e-02 -4.084205292267732990e-01
2.258204211609309287e-01 2.239324934743829043e-02 -4.075915974341515202e-01
2.340603890837036349e-01 2.180645953883926166e-02 -4.091799874064080411e-01
2.233276172859499642e-01 2.238072826485439440e-02 -3.990457034695612526e-01
2.103206963469210766e-01 2.305119034134012895e-02 -3.952964977492280374e-01
2.164120039491042036e-01 2.262593255117627614e-02 -3.878488628963907559e-01
2.082075194971839682e-01 2.302939353391341565e-02 -3.816053703337987102e-01
2.203616156404453186e-01 2.264095058265827923e-02 -4.104361948584140940e-01
2.252767867433058679e-01 2.233628036540723921e-02 -4.076053242351965755e-01
2.264779001506249667e-01 2.224085006015957128e-02 -4.048486356266808306e-01
2.383960880686029071e-01 2.196050283108547455e-02 -4.370347567197634397e-01
2.441131092186787921e-01 2.157170316107394001e-02 -4.257206515636176025e-01
2.300659660658375127e-01 2.211735571655401578e-02 -4.080875662210392552e-01
2.432073897347220015e-01 2.154735168872260950e-02 -4.325226207817881585e-01
2.341988595965784903e-01 2.193647155911344557e-02 -4.159611755577170555e-01
2.332261088495948265e-01 2.204564401711374758e-02 -4.169919228731737704e-01
2.299105357875999012e-01 2.205408838627868906e-02 -4.099925880392069066e-01
2.432791577227153557e-01 2.163683529756316518e-02 -4.301681936260692840e-01
2.471335855712259999e-01 2.144233323926257248e-02 -4.337545192949864292e-01
2.252747290483823051e-01 2.232245052600820290e-02 -4.064737842069613416e-01
2.337912860104669477e-01 2.192902206315495289e-02 -4.173355575827563113e-01
2.034524511609936415e-01 2.329533881354341543e-02 -3.811755189291730073e-01
2.264173562514724125e-01 2.226850102365993123e-02 -4.062175520338920931e-01
2.255478410995155336e-01 2.231265741846626474e-02 -4.080853591372261002e-01
2.052384082369582696e-01 2.326778321972024569e-02 -3.807144266846470559e-01
2.420578679924505483e-01 2.161188343832574563e-02 -4.296344006694183815e-01
2.234688502184050130e-01 2.248552909932599597e-02 -4.092138811123799957e-01
2.057713066977151506e-01 2.336717298014451966e-02 -3.882099907188104604e-01
2.582114666288082283e-01 2.078966722888771906e-02 -4.402904724268953407e-01
2.321036438009540515e-01 2.201765537876673035e-02 -4.125640420707336053e-01
2.411285469711177409e-01 2.164380019449110154e-02 -4.255406295345753875e-01
2.209359936926034162e-01 2.261277346873223279e-02 -4.105678763788315200e-01
2.323219672476584119e-01 2.198232489409163506e-02 -4.154833977762337760e-01
2.285346328135609006e-01 2.233146655288450327e-02 -4.218308641223413868e-01
2.182398159347709310e-01 2.286997944184411546e-02 -4.096558658996526381e-01
2.516199164705879010e-01 2.160386869567050214e-02 -4.535612197937727297e-01
2.427631568893551250e-01 2.168827271158914674e-02 -4.294429049722515712e-01
2.187395723099181399e-01 2.261161253561223827e-02 -3.966807168885830848e-01
2.307054785087443438e-01 2.208748570672477984e-02 -4.134924105995544386e-01
2.217581311763674456e-01 2.262002477922482949e-02 -4.084758883348504899e-01
2.239759219431873838e-01 2.244720321412721140e-02 -4.024169696723685075e-01
2.394023446348916284e-01 2.185203204165825711e-02 -4.224835853449102618e-01
2.255788672055589750e-01 2.241768405415713733e-02 -4.058101823026607491e-01
2.207831195081231268e-01 2.271532748213209857e-02 -4.061335802055152655e-01
2.452773999623891754e-01 2.145485013379612102e-02 -4.341708057632400752e-01
2.323295127967628382e-01 2.206854066878363371e-02 -4.163491077492574854e-01
2.115665296712445631e-01 2.299675934525141976e-02 -3.851506560029656079e-01
2.322087981910254673e-01 2.199563822390320986e-02 -4.173316053984092999e-01
2.333508703423583519e-01 2.186640827421984859e-02 -4.123357826911225876e-01
2.300348894650827702e-01 2.205272090728912712e-02 -4.097095916399049464e-01
2.345359482276829777e-01 2.204960646797944276e-02 -4.280212289202387499e-01
2.284272360248753575e-01 2.219062630692278729e-02 -4.118889563489017691e-01
2.408552362798592750e-01 2.170908999954076005e-02 -4.306521356695413028e-01
2.286922310714603057e-01 2.229765866934890414e-02 -4.167555192438759937e-01
2.140803661696919491e-01 2.279730769231105847e-02 -3.859645814307764988e-01
2.182461712182046654e-01 2.280677656984701415e-02 -4.019710989702609538e-01
2.400866839608173375e-01 2.186178093086828950e-02 -4.364471593386337611e-01
2.487433599092305769e-01 2.141883449453920590e-02 -4.423563716977817473e-01
2.300348894650827702e-01 2.205272090728912712e-02 -4.097095916399049464e-01
2.525276642083402745e-01 2.125462227025086415e-02 -4.467858070727266373e-01
2.299355408625964881e-01 2.225592570699481965e-02 -4.210786082883332115e-01
2.277474991990464659e-01 2.223160755897730587e-02 -4.090967770693110239e-01
2.331120681575304943e-01 2.191368917475009989e-02 -4.215022463208630832e-01
2.347712965037096478e-01 2.212500903685620315e-02 -4.249118188543281605e-01
2.320316846654773002e-01 2.203826140004982309e-02 -4.141273364682495073e-01
2.256440022109169607e-01 2.222876365076195682e-02 -4.059268309199869362e-01
2.364611164918521968e-01 2.192562253347927689e-02 -4.176009953829066257e-01
2.266426327790129758e-01 2.241124419376325227e-02 -4.197384735103307785e-01
2.461335119961369777e-01 2.139483285150638875e-02 -4.298323008499334019e-01
2.167576944978581999e-01 2.276858309269954445e-02 -4.012518273923736389e-01
2.203565905634239375e-01 2.273112360759548672e-02 -4.095053107943718018e-01
2.263201526538944908e-01 2.238763401563069813e-02 -4.146552268417476039e-01
2.398997392094277537e-01 2.167587981504656702e-02 -4.241273089710334565e-01
2.281813520929694139e-01 2.246548943558741851e-02 -4.185266487661728485e-01
2.278750495817687405e-01 2.237728379527509359e-02 -4.177108465637165979e-01
2.305251929474319006e-01 2.194170854325870612e-02 -4.067053249751046984e-01
2.244804633771269042e-01 2.252189973770754236e-02 -4.171419093148462931e-01
2.169104889477415643e-01 2.271497708948732458e-02 -3.935472908047057405e-01
2.111748927814836030e-01 2.303859805075554948e-02 -3.892050962815655213e-01
2.419375024589873746e-01 2.159372262695985478e-02 -4.288954666652491365e-01
2.216298818956969896e-01 2.259319460444977890e-02 -4.052929318665808855e-01
2.252660696461767920e-01 2.241380025917099825e-02 -4.126613854772301915e-01
2.379665261087156036e-01 2.184287538850048990e-02 -4.235762959683798679e-01
2.021872717841226574e-01 2.364874484780161296e-02 -3.866130566584093931e-01
2.310338206203483846e-01 2.218945134104590572e-02 -4.140877448540105643e-01
2.505990512431490735e-01 2.131895658539128061e-02 -4.458263895917388142e-01
2.190449374385416981e-01 2.279954925027463317e-02 -4.025131465894996596e-01
2.246648859559949862e-01 2.245676439066277702e-02 -4.149903818420738189e-01
2.373073867619024391e-01 2.171988604200252720e-02 -4.202447579405645950e-01
2.220011779829909049e-01 2.255190304153241454e-02 -4.003479190228897977e-01
2.325335556990697494e-01 2.215133766698034606e-02 -4.220946029320470361e-01
2.119475471187994842e-01 2.297736828635415715e-02 -3.897463659652965484e-01
2.390378511448978394e-01 2.169101841701714245e-02 -4.250835877606753410e-01
2.399929672081935195e-01 2.174246637417100864e-02 -4.303455180535191715e-01
2.211155755586768912e-01 2.262595469981650703e-02 -4.112571321213230879e-01
2.227743222468723250e-01 2.237309947409367797e-02 -4.034477147886184056e-01
1.945311404181477855e-01 2.381088742254341972e-02 -3.641897013474826306e-01
2.228639602140833897e-01 2.237633770719838974e-02 -4.007938299711940600e-01
2.150984482023570177e-01 2.278894291986847259e-02 -3.886305055540243414e-01
2.078513808338944280e-01 2.320110553642368290e-02 -3.927432517326421291e-01
2.203726194664263893e-01 2.249614600350272400e-02 -4.023491761643175346e-01
2.256025671764569918e-01 2.238498565367415608e-02 -4.089022242385103034e-01
2.402677032457711803e-01 2.170266797501471667e-02 -4.240249614037722159e-01
2.249983359923808379e-01 2.232061618824363047e-02 -4.127189679325580229e-01
2.173730766742287823e-01 2.273481554562021764e-02 -4.040541014800574926e-01
2.170738308315467435e-01 2.283187680367234143e-02 -4.081044977140871888e-01
2.270257608196279975e-01 2.236268389498568404e-02 -4.154646203453760123e-01
2.421979200782391484e-01 2.169761989364796598e-02 -4.370176128884684097e-01
2.317408990213192244e-01 2.191821320831777165e-02 -4.150578848226617046e-01
2.319385036433103675e-01 2.214996645238064346e-02 -4.245139065758822827e-01
2.138140221382534012e-01 2.295558793079106874e-02 -3.982767966573672602e-01
2.280029339685059053e-01 2.228980217769465852e-02 -4.129476915035299456e-01
2.245235983968647542e-01 2.238434329988069071e-02 -3.997604502753387967e-01
2.283534637718356297e-01 2.220055880893133382e-02 -4.152864022297189095e-01
2.097994023328897395e-01 2.298958538829556572e-02 -3.890704981315650235e-01
2.356250069217389331e-01 2.192023975870840968e-02 -4.160873169829633067e-01
2.519313709790762523e-01 2.110599291244413464e-02 -4.340770407903252748e-01
2.254830930998645844e-01 2.227265203560701429e-02 -4.067272952843474787e-01
2.185166559073623560e-01 2.259348688999153823e-02 -3.902842026475829007e-01
2.395553894083199964e-01 2.166703807216693520e-02 -4.179604425474681140e-01
2.337048422478671394e-01 2.196657872233745423e-02 -4.190791020206950934e-01
2.275462922050850434e-01 2.219148770316062627e-02 -4.129158441443274707e-01
2.281749709061164921e-01 2.216371025522428234e-02 -4.079930176135317943e-01
2.186172874039518099e-01 2.282429922134970521e-02 -4.072061562284201575e-01
2.154423159284377665e-01 2.270560143018459515e-02 -3.942941050408348413e-01
2.387583504738679530e-01 2.183967202637522587e-02 -4.291822226434535148e-01
2.268122384281747728e-01 2.226376581905291363e-02 -4.085941875217165009e-01
2.143359538797682262e-01 2.301415743266417568e-02 -4.050633428666475799e-01
2.279414849416108169e-01 2.223544108554538490e-02 -4.119264148041029694e-01
2.440704075874411405e-01 2.166864153733755183e-02 -4.405920452379412655e-01
2.230070838132407474e-01 2.253113535744890109e-02 -4.109191182080350613e-01
2.406038054335410958e-01 2.163546070505339633e-02 -4.234704890330702742e-01
2.045334064507184912e-01 2.316398601986231071e-02 -3.767088732780251581e-01
2.182807995997095851e-01 2.276971842059267309e-02 -4.072861664784530600e-01
2.246020157706858367e-01 2.245309252560619834e-02 -4.128557987719861933e-01
2.373275482689995997e-01 2.192986346675223491e-02 -4.300313906158058641e-01
2.222556658145173891e-01 2.257893268961938191e-02 -4.047724434525621362e-01
2.159897244659330084e-01 2.275349709988417832e-02 -3.932526507952105455e-01
